strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.60283203125,3.54541015625,3.84208984375,3.87271484375
Random,3.91865234375,3.88037109375,4.26318359375,4.33974609375
Round-Robin,3.75595703125,3.73681640625,3.88037109375,3.88037109375
SLO-first,3.74638671875,3.59326171875,3.97607421875,3.97607421875
