strategy,mean,median,p95,p99
Best-Acc,0.0,0.0,0.0,0.0
Lowest-Latency,0.0,0.0,0.0,0.0
Random,0.0,0.0,0.0,0.0
Round-Robin,0.0,0.0,0.0,0.0
SLO-first,4914.8,4576.0,7602.65,7654.13
