strategy,mean,median,p95,p99
Best-Acc,6.356921000000071,6.343334000002088,7.233175149996995,7.303135029998131
Lowest-Latency,497.93641680000053,498.9693960000006,514.1107315500008,514.72724631
Random,8.83253350000004,9.140500000000884,9.704520799999461,9.726270560000163
Round-Robin,6.702954199999489,6.779021000000718,7.650360500000453,7.679804900000242
SLO-first,333.9382251999997,330.28716699999893,376.3631124999981,377.0209224999981
