strategy,mean,median,p95,p99
Best-Acc,9622.551271777354,10025.310395558146,10641.311035818626,10684.912837834263
Lowest-Latency,2252.2660745651324,2197.4530386026595,2463.396000599558,2495.6870314995917
Random,9394.918105874642,9623.732461220005,10596.808671044351,10778.588143998295
Round-Robin,8308.797737969488,8073.329213482957,9212.699257239397,9423.087062008693
SLO-first,1437.0,1435.0,1450.0,1450.0
