run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,1415.0,90.47,3.97607421875,6.41796875,34,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Best-Acc,8516.181140608616,90.47,4.74169921875,33.1376953125,194,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Lowest-Latency,1737.2956100526299,88.07,3.88037109375,5.75244140625,40,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Random,7121.154765655676,84.74,3.73681640625,27.77880859375,159,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Round-Robin,9267.496850037054,82.24,3.88037109375,45.19482421875,214,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,SLO-first,1520.0,89.01,3.59326171875,6.80078125,39,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Best-Acc,8914.59014652804,90.47,4.74169921875,31.2099609375,212,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Lowest-Latency,1788.5807850270417,84.74,3.54541015625,6.32666015625,38,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Random,10254.596495637532,86.76,4.35888671875,33.9716796875,233,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Round-Robin,7912.132675226853,82.24,3.73681640625,26.82568359375,176,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,SLO-first,1495.0,90.47,3.97607421875,7.25390625,39,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Best-Acc,9893.461457765057,90.47,4.74169921875,50.55029296875,224,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Lowest-Latency,2027.2877263576058,82.24,3.68896484375,7.61572265625,46,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Random,7541.9622028322265,90.47,3.88037109375,28.27783203125,175,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Round-Robin,8885.911315712334,84.74,3.73681640625,35.62451171875,200,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,SLO-first,1495.0,89.01,3.59326171875,7.04443359375,41,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Best-Acc,10991.536511028167,90.47,4.74169921875,50.77001953125,247,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Lowest-Latency,1993.8029261673332,88.07,3.35400390625,6.32666015625,43,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Random,7881.46514305093,82.24,3.73681640625,34.51416015625,175,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Round-Robin,8629.401422630392,82.24,3.54541015625,35.48095703125,199,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,SLO-first,1350.0,89.01,3.59326171875,4.912109375,33,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Best-Acc,7823.135705424424,90.47,4.74169921875,38.71875,175,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Lowest-Latency,1990.905419949552,88.07,3.54541015625,6.998046875,43,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Random,8153.3683036426955,84.74,3.88037109375,38.03076171875,186,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Round-Robin,7740.919270481409,82.24,3.88037109375,31.291015625,177,False,0,False,0,3,extract-frames|object-det|prepare-ds
