profile,strategy,mean,median,p95,p99
default,Best-Acc,21.4656591796875,20.871826171875,28.88562011718749,33.6209765625
default,Lowest-Latency,13.406650390625,12.9814453125,17.77839355468749,23.138505859374987
default,Random,18.34631103515625,17.5439453125,26.45505371093748,31.911137695312497
default,Round-Robin,18.791353759765624,17.869140625,27.80187988281249,31.63211425781249
default,SLO-first,13.60814453125,13.35546875,18.696484374999994,22.41666992187499
fast,Best-Acc,22.00351318359375,21.160400390625,30.460327148437496,35.344951171874996
fast,Lowest-Latency,13.762012939453125,13.335205078125,19.891040039062485,23.323144531249994
fast,Random,18.17578857421875,17.292724609375,27.292016601562498,31.817617187499998
fast,Round-Robin,18.542940673828124,18.2646484375,26.858203125,31.174926757812493
fast,SLO-first,13.67340087890625,13.024169921875,20.106445312499993,24.4690087890625
heavy,Best-Acc,21.515987548828125,21.2255859375,27.869384765624996,31.92791015624999
heavy,Lowest-Latency,13.659368896484375,13.25439453125,19.2315185546875,22.122607421874996
heavy,Random,18.731905517578124,17.86328125,28.381860351562498,31.2424267578125
heavy,Round-Robin,18.4304833984375,17.399658203125,27.3439697265625,31.68786621093749
heavy,SLO-first,13.64129150390625,13.345703125,18.609936523437497,23.920361328124997
