profile,strategy,mean,median,p95,p99
default,Best-Acc,10334.928973853268,10307.579570107227,12317.799622984001,13153.103730318904
default,Lowest-Latency,7087.474559292851,7066.337534411524,8389.194919149304,8875.03978956078
default,Random,9313.30674611014,9234.976235338127,12099.681254818926,13530.259367674436
default,Round-Robin,9475.224238106875,9146.425477381083,12504.197686220758,13982.949914830568
default,SLO-first,7154.941879764616,7170.166198115621,8344.087201005017,9109.346330116077
fast,Best-Acc,10383.065807114916,10274.4559551401,12559.38587294661,13749.44347671429
fast,Lowest-Latency,7088.539316414268,7106.391917996465,8314.273837375427,8731.710220665429
fast,Random,9105.123228464408,8906.90117134608,12478.79564085825,13596.552166625232
fast,Round-Robin,9317.66184007708,9207.004674933407,12027.733449399928,13384.611887686619
fast,SLO-first,7067.854549306113,7073.730877668426,8296.240849065785,8631.229754962495
heavy,Best-Acc,10547.582637206646,10540.418999525467,12521.777122243955,13635.214093806439
heavy,Lowest-Latency,7228.15291588078,7223.365141585227,8392.144230798525,8862.981667924409
heavy,Random,9605.114694133095,9508.67290735195,12807.657576937818,14476.478832917664
heavy,Round-Robin,9493.468483691659,9230.579194509006,12729.736184215551,13794.100800433715
heavy,SLO-first,7304.307813986609,7307.790593716652,8536.748300153226,9129.278073091991
