strategy,mean,median,p95,p99
Best-Acc,31414.090279944994,31334.17693584686,34926.35493908718,35818.211476169716
Lowest-Latency,21410.20988568126,21455.174443271415,23328.25615455946,23979.48488315942
Random,28306.803351429277,28165.972588591525,33614.97747503336,36211.98503916526
Round-Robin,28291.64758426475,28019.912847192478,32866.52139106311,34488.25743962258
SLO-first,21551.136142441403,21486.87796462524,23645.190673880777,24068.12114671633
