strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.3485009765625,3.35400390625,3.64111328125,3.73681640625
Random,4.085654296875,4.07177734375,4.74169921875,5.12451171875
Round-Robin,4.0631640625,4.02392578125,4.59814453125,4.59814453125
SLO-first,3.38080078125,3.35400390625,3.68896484375,3.88037109375
