strategy,mean,median,p95,p99
Best-Acc,329.005,326.0,376.0,398.0899999999999
Lowest-Latency,237.97,236.0,272.3499999999999,292.04999999999995
Random,306.445,302.0,368.3499999999999,410.03
Round-Robin,306.02,301.5,356.2499999999999,382.01
SLO-first,239.81,237.0,275.04999999999995,294.01
