run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,22329.836851715983,94.11,3.49755859375,44.6708984375,272,False,0,False,0,3,fast|default|heavy
0,Best-Acc,31534.64140757505,95.16,4.74169921875,62.30126953125,326,False,0,False,0,3,fast|default|heavy
0,Lowest-Latency,20741.06001342029,93.86,3.44970703125,38.08740234375,221,False,0,False,0,3,fast|default|heavy
0,Random,31936.034720957323,94.11,4.55029296875,62.1708984375,332,False,0,False,0,3,fast|default|heavy
0,Round-Robin,30719.704878215758,94.11,4.55029296875,65.54931640625,334,False,0,False,0,3,fast|default|heavy
1,SLO-first,20273.48843812985,93.86,3.49755859375,36.91748046875,244,False,0,False,0,3,fast|default|heavy
1,Best-Acc,32372.72461432084,95.16,4.74169921875,73.9892578125,335,False,0,False,0,3,fast|default|heavy
1,Lowest-Latency,23520.60117280012,94.59,3.68896484375,46.17236328125,262,False,0,False,0,3,fast|default|heavy
1,Random,24607.666871196325,94.56,3.68896484375,52.17333984375,280,False,0,False,0,3,fast|default|heavy
1,Round-Robin,26887.191776903586,93.86,4.02392578125,60.06689453125,323,False,0,False,0,3,fast|default|heavy
2,SLO-first,20569.5440322317,93.86,3.16259765625,38.1767578125,223,False,0,False,0,3,fast|default|heavy
2,Best-Acc,32291.42776548279,95.16,4.74169921875,62.5341796875,354,False,0,False,0,3,fast|default|heavy
2,Lowest-Latency,19700.927432653916,94.59,3.49755859375,37.60302734375,205,False,0,False,0,3,fast|default|heavy
2,Random,29716.47544595322,93.38,4.35888671875,63.0224609375,326,False,0,False,0,3,fast|default|heavy
2,Round-Robin,25504.67385239371,93.38,3.64111328125,54.42138671875,270,False,0,False,0,3,fast|default|heavy
3,SLO-first,19371.035528098942,93.86,3.54541015625,37.6240234375,196,False,0,False,0,3,fast|default|heavy
3,Best-Acc,28160.449274866045,95.16,4.74169921875,63.07763671875,326,False,0,False,0,3,fast|default|heavy
3,Lowest-Latency,21554.79110054486,93.86,3.49755859375,42.896484375,246,False,0,False,0,3,fast|default|heavy
3,Random,23962.581503941496,95.16,4.02392578125,42.79296875,250,False,0,False,0,3,fast|default|heavy
3,Round-Robin,23518.294952380595,94.59,3.68896484375,45.8125,266,False,0,False,0,3,fast|default|heavy
4,SLO-first,19390.52024770347,93.86,3.16259765625,34.630859375,232,False,0,False,0,3,fast|default|heavy
4,Best-Acc,27791.351751168324,95.16,4.74169921875,57.14794921875,335,False,0,False,0,3,fast|default|heavy
4,Lowest-Latency,21515.994899460406,94.56,3.35400390625,38.56103515625,253,False,0,False,0,3,fast|default|heavy
4,Random,25637.240421687857,93.38,4.02392578125,47.36279296875,287,False,0,False,0,3,fast|default|heavy
4,Round-Robin,27567.449474002526,94.56,3.88037109375,50.4560546875,311,False,0,False,0,3,fast|default|heavy
5,SLO-first,21445.452619734187,93.86,3.30615234375,39.74365234375,258,False,0,False,0,3,fast|default|heavy
5,Best-Acc,31686.892477797923,95.16,4.74169921875,72.052734375,317,False,0,False,0,3,fast|default|heavy
5,Lowest-Latency,22455.167686790093,93.86,3.30615234375,47.65185546875,267,False,0,False,0,3,fast|default|heavy
5,Random,23569.12962381925,94.56,4.07177734375,44.84912109375,250,False,0,False,0,3,fast|default|heavy
