profile,strategy,acc_mean
default,Best-Acc,95.16
default,Lowest-Latency,94.02680000000001
default,Random,94.4034
default,Round-Robin,94.38052499999999
default,SLO-first,94.05167499999999
fast,Best-Acc,95.16
fast,Lowest-Latency,94.0776
fast,Random,94.36975000000001
fast,Round-Robin,94.38052499999999
fast,SLO-first,94.06995
heavy,Best-Acc,95.16
heavy,Lowest-Latency,94.072575
heavy,Random,94.376975
heavy,Round-Robin,94.38052499999999
heavy,SLO-first,94.047075
