profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,10104.707394494288,10064.139276900341,12086.588406019786,12928.584226956267,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.482955322265624,20.736328125,30.0153076171875,33.398378906249995,107.8375,106.0,135.04999999999995,153.01999999999998
default,Lowest-Latency,6895.471916814601,6908.410100700868,8062.947480303939,8678.702714644554,94.02680000000001,1.11269775390625,1.05419921875,1.24560546875,1.38916015625,13.41639892578125,12.86865234375,19.53972167968749,21.966279296874983,77.605,75.0,103.04999999999995,112.00999999999999
default,Random,9172.17751735854,9001.687182429847,12197.147374410368,13543.110438277015,94.4034,1.35985107421875,1.24560546875,1.77197265625,1.77197265625,18.58173583984375,17.5283203125,28.389648437499996,32.19509277343748,100.915,98.0,138.04999999999995,155.02999999999997
default,Round-Robin,9039.25321058093,8896.151367064353,11958.506793456156,13210.069331694964,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.084674072265624,17.4130859375,27.651391601562498,32.6174072265625,99.1875,96.0,132.0,163.08999999999992
default,SLO-first,6941.379710092804,6940.031979502124,8260.51952517062,8853.379561765603,94.05167499999999,1.12155029296875,1.05419921875,1.24560546875,1.38916015625,13.503524169921874,12.93212890625,19.90244140624999,23.7700634765625,78.23,76.0,104.04999999999995,115.00999999999999
fast,Best-Acc,10077.020664074065,10039.250986661082,12135.692400829561,13011.227475142,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.521953125,20.880615234375,29.391723632812486,33.4614404296875,108.67,107.0,139.04999999999995,147.01
fast,Lowest-Latency,6919.017314370572,6932.59568868631,8161.022850318897,8496.911125677952,94.0776,1.12944580078125,1.05419921875,1.24560546875,1.3910742187499983,13.442991943359376,12.970458984375,18.999853515625,23.495419921874998,78.635,76.0,101.04999999999995,110.06999999999994
fast,Random,9024.070235430718,8970.79921520477,11587.08364743997,12577.165306371731,94.36975000000001,1.34429931640625,1.24560546875,1.77197265625,1.77197265625,18.1602978515625,17.3876953125,26.318139648437498,29.765639648437492,100.3225,99.0,136.0,149.05999999999995
fast,Round-Robin,9074.531948890433,8905.233757258184,11992.439049481862,13174.26990326904,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.51865234375,17.42724609375,27.4967041015625,31.457050781249997,100.8425,97.0,136.04999999999995,158.01999999999998
fast,SLO-first,6894.0042863280905,6904.754304420722,8135.423365582111,8564.832943662144,94.06995,1.12657470703125,1.05419921875,1.24560546875,1.38916015625,13.37333984375,12.885986328125,19.121386718749992,22.739023437499995,78.6875,76.0,103.0,111.04999999999995
heavy,Best-Acc,10232.947397412156,10234.10456423014,12344.52522047286,13192.274286556856,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.438453369140625,20.685791015625,30.097119140624997,34.126259765624994,107.6925,105.0,137.0999999999999,155.01
heavy,Lowest-Latency,7114.8579647142205,7127.543954234666,8315.743100113741,8734.362387148602,94.072575,1.127412109375,1.05419921875,1.24560546875,1.38916015625,13.653096923828125,13.131103515625,19.442529296875,23.300908203124997,79.4075,77.0,104.0,117.00999999999999
heavy,Random,9224.677435933987,9003.656826674953,12444.51721968298,13162.988015287956,94.376975,1.3621240234375,1.24560546875,1.77197265625,1.77197265625,18.254864501953126,17.631591796875,26.9875244140625,31.1805029296875,99.9575,97.0,136.0,150.02999999999997
heavy,Round-Robin,9227.68513543319,9188.481031614889,12199.424240085078,13218.684448523014,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.25618408203125,17.72265625,26.358105468749997,28.796376953124998,100.1125,99.0,134.04999999999995,146.01
heavy,SLO-first,7094.731963306938,7070.728540714341,8363.335967049941,8712.467232440089,94.047075,1.11915771484375,1.05419921875,1.24560546875,1.38916015625,13.59231689453125,13.04443359375,19.102783203124993,23.667084960937498,78.95,76.0,103.04999999999995,119.00999999999999
