strategy,latency_mean,latency_median,latency_p95,latency_p99,acc_acc_mean,payload_mean,payload_median,payload_p95,payload_p99,link_mean,link_median,link_p95,link_p99,hops_mean,hops_median,hops_p95,hops_p99,payload_cached_mean,payload_cached_median,payload_cached_p95,payload_cached_p99,link_cached_mean,link_cached_median,link_cached_p95,link_cached_p99,selector_mean,selector_median,selector_p95,selector_p99,ssp_mean,ssp_median,ssp_p95,ssp_p99
Round-Robin,8211.462214000863,8211.462214000863,8211.462214000863,8211.462214000863,84.33,3.158203125,3.158203125,3.158203125,3.158203125,44.310546875,44.310546875,44.310546875,44.310546875,187.0,187.0,187.0,187.0,3.158203125,3.158203125,3.158203125,3.158203125,44.310546875,44.310546875,44.310546875,44.310546875,20.200917000000373,20.200917000000373,20.200917000000373,20.200917000000373,0.0,0.0,0.0,0.0
