strategy,mean,median,p95,p99
Best-Acc,12.043854500000561,12.043854500000561,12.76942324999981,12.833918249999744
Full-model,9.899104000000047,9.899104000000047,12.343935099999692,12.56125341999966
Lowest-Latency,3400.1053955,3400.1053955,3518.2294014500003,3528.7293130900007
Random,14.642437500000938,14.642437500000938,14.99949405000116,15.03123241000118
Round-Robin,8.839394999999417,8.839394999999417,9.638539199999796,9.70957423999983
SLO-first,2534.9599375000007,2534.9599375000007,2641.59225655,2651.0706849099997
