profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,3.9074925199994675,3.8905629999703706,5.553035449977983,5.807744910000446
extract-frames,Full-model,3.886549609997534,3.872624999985419,5.478591350009765,5.789725409999798
extract-frames,Lowest-Latency,2198.9031991199986,2199.3822919999957,2283.4538163500115,2327.4137846699928
extract-frames,Random,3.8850475499993564,3.9121044999888,5.125516650015616,5.308966669995246
extract-frames,Round-Robin,3.914968290001175,3.9597499999786123,5.331922249994392,5.810590420001206
extract-frames,SLO-first,2294.8704854699963,2289.5204789999893,2365.327560399996,2421.6759432500003
object-det,Best-Acc,3.7929287400078238,3.823375000024498,5.18472675004773,5.516704999986359
object-det,Full-model,3.778916240008243,3.808978999984447,5.174599399964563,5.471985079933575
object-det,Lowest-Latency,2201.9589065700097,2200.0053545000637,2293.3080598000856,2359.4920570800004
object-det,Random,3.8804579500038017,3.8952919999815094,5.346649699998807,5.884199909992276
object-det,Round-Robin,3.7689445799975374,3.851812500045071,5.2613622000080795,5.739506909973216
object-det,SLO-first,2299.667738300011,2296.791062000011,2363.990485399989,2404.87722325001
prepare-ds,Best-Acc,3.7796465900100884,3.754562000040096,5.145991350127588,5.478670000163675
prepare-ds,Full-model,3.7574442099867156,3.723229000001993,5.1373899000054735,5.502065000036964
prepare-ds,Lowest-Latency,2196.2078938299896,2195.240333000015,2296.600139299869,2330.710654830093
prepare-ds,Random,3.8898995900024147,3.9434165000216126,5.176441649939534,5.9315329197784195
prepare-ds,Round-Robin,3.90880376999462,3.844166999897425,5.560354500062203,5.875249080033883
prepare-ds,SLO-first,2292.9471611800027,2297.7346875001103,2357.437152700186,2397.220941669866
