profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,5.81689453125,5.81689453125,5.81689453125,5.81689453125
extract-frames,Lowest-Latency,2.08447265625,2.08447265625,2.08447265625,2.08447265625
extract-frames,Random,5.19482421875,5.19482421875,5.19482421875,5.19482421875
extract-frames,Round-Robin,4.59814453125,4.59814453125,4.59814453125,4.59814453125
extract-frames,SLO-first,1.94091796875,1.94091796875,1.94091796875,1.94091796875
object-det,Best-Acc,4.5263671875,4.5263671875,4.5263671875,4.5263671875
object-det,Lowest-Latency,1.41455078125,1.41455078125,1.41455078125,1.41455078125
object-det,Random,3.42431640625,3.42431640625,3.42431640625,3.42431640625
object-det,Round-Robin,5.96337890625,5.96337890625,5.96337890625,5.96337890625
object-det,SLO-first,1.4130859375,1.4130859375,1.4130859375,1.4130859375
prepare-ds,Best-Acc,3.37646484375,3.37646484375,3.37646484375,3.37646484375
prepare-ds,Lowest-Latency,1.94091796875,1.94091796875,1.94091796875,1.94091796875
prepare-ds,Random,5.435546875,5.435546875,5.435546875,5.435546875
prepare-ds,Round-Robin,4.45458984375,4.45458984375,4.45458984375,4.45458984375
prepare-ds,SLO-first,2.03662109375,2.03662109375,2.03662109375,2.03662109375
