profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,0.8472499999999661,0.8472499999999661,0.8472499999999661,0.8472499999999661
extract-frames,Lowest-Latency,21.242917000000027,21.242917000000027,21.242917000000027,21.242917000000027
extract-frames,Random,1.6812499999999675,1.6812499999999675,1.6812499999999675,1.6812499999999675
extract-frames,Round-Robin,0.9586249999999907,0.9586249999999907,0.9586249999999907,0.9586249999999907
extract-frames,SLO-first,12.776542000000003,12.776542000000003,12.776542000000003,12.776542000000003
object-det,Best-Acc,0.8860840000000092,0.8860840000000092,0.8860840000000092,0.8860840000000092
object-det,Lowest-Latency,20.236582999999975,20.236582999999975,20.236582999999975,20.236582999999975
object-det,Random,1.2594160000000132,1.2594160000000132,1.2594160000000132,1.2594160000000132
object-det,Round-Robin,1.2026669999999906,1.2026669999999906,1.2026669999999906,1.2026669999999906
object-det,SLO-first,12.256042000000022,12.256042000000022,12.256042000000022,12.256042000000022
prepare-ds,Best-Acc,0.8512910000000318,0.8512910000000318,0.8512910000000318,0.8512910000000318
prepare-ds,Lowest-Latency,21.996457999999997,21.996457999999997,21.996457999999997,21.996457999999997
prepare-ds,Random,1.707041999999992,1.707041999999992,1.707041999999992,1.707041999999992
prepare-ds,Round-Robin,1.0566250000000332,1.0566250000000332,1.0566250000000332,1.0566250000000332
prepare-ds,SLO-first,11.756666999999998,11.756666999999998,11.756666999999998,11.756666999999998
