strategy,mean,median,p95,p99
Best-Acc,15.44970703125,15.44970703125,15.44970703125,15.44970703125
Lowest-Latency,4.69677734375,4.69677734375,4.69677734375,4.69677734375
Random,14.060546875,14.060546875,14.060546875,14.060546875
Round-Robin,13.31591796875,13.31591796875,13.31591796875,13.31591796875
SLO-first,4.9091796875,4.9091796875,4.9091796875,4.9091796875
