run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,selection_time_ms,ssp_calls,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,1385.0,89.01,3.59326171875,5.154296875,35,64.38141799999997,1160,True,3,True,3,3,extract-frames|object-det|prepare-ds
0,Best-Acc,4027.125344704202,90.47,4.74169921875,14.65576171875,76,3.263458999999802,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Lowest-Latency,1590.6553575704372,88.07,3.49755859375,4.67578125,34,61.324416000000156,0,False,2,False,2,3,extract-frames|object-det|prepare-ds
0,Random,3348.6375545693827,89.01,3.83251953125,10.3056640625,64,4.224124999999912,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
0,Round-Robin,3754.101208757433,89.01,4.55029296875,13.07958984375,72,3.057040999999927,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,SLO-first,1335.0,89.01,3.59326171875,5.43701171875,35,53.96612400000022,693,True,3,True,3,3,extract-frames|object-det|prepare-ds
1,Best-Acc,3661.3522808027337,90.47,4.74169921875,14.07861328125,68,2.9177499999999412,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Lowest-Latency,1660.5037913984138,88.07,3.30615234375,6.0126953125,34,59.97845900000031,0,True,3,True,3,3,extract-frames|object-det|prepare-ds
1,Random,3887.7866255839663,89.99,4.74169921875,14.150390625,70,4.60100100000016,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
1,Round-Robin,3479.5673376578925,84.74,3.68896484375,12.5263671875,65,2.7550419999999853,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,SLO-first,1445.0,89.01,3.59326171875,5.60595703125,35,55.8531250000005,838,True,3,True,3,3,extract-frames|object-det|prepare-ds
2,Best-Acc,3598.413834968196,90.47,4.74169921875,13.21728515625,71,2.8293340000007383,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Lowest-Latency,1792.1254756631324,88.07,3.16259765625,5.6298828125,34,58.96995900000013,0,False,1,False,1,3,extract-frames|object-det|prepare-ds
2,Random,2567.552439831782,84.74,3.73681640625,8.31103515625,45,3.3804589999997248,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
2,Round-Robin,4003.9477425808127,89.99,4.59814453125,16.1884765625,75,3.2544990000000773,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,SLO-first,1320.0,89.01,3.59326171875,4.79248046875,30,56.057125000000156,693,True,3,True,3,3,extract-frames|object-det|prepare-ds
3,Best-Acc,3682.8837120224002,90.47,4.74169921875,13.93798828125,71,2.93425100000011,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Lowest-Latency,1646.519368942672,84.74,3.35400390625,4.81787109375,31,57.45520799999948,0,False,2,False,2,3,extract-frames|object-det|prepare-ds
3,Random,3835.7836745814448,82.24,4.02392578125,13.0048828125,73,4.281374999999699,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
3,Round-Robin,3066.3688429312206,86.76,3.64111328125,9.26953125,56,2.3872910000006797,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,SLO-first,1305.0,89.01,3.59326171875,5.24853515625,32,62.0175839999999,999,True,3,True,3,3,extract-frames|object-det|prepare-ds
4,Best-Acc,4217.596034430153,90.47,4.74169921875,16.5234375,79,3.2749590000005213,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Lowest-Latency,1568.4823895017107,88.07,3.16259765625,5.033203125,31,56.18104100000032,0,True,3,True,3,3,extract-frames|object-det|prepare-ds
4,Random,3287.0253533181753,89.01,4.35888671875,12.5263671875,62,4.011540999999674,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
4,Round-Robin,3166.5748542933898,90.47,4.07177734375,10.42236328125,59,2.5024150000003687,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
5,SLO-first,1400.0,89.01,3.97607421875,5.0078125,31,65.88683399999917,1176,True,3,True,3,3,extract-frames|object-det|prepare-ds
5,Best-Acc,3929.3659533070895,90.47,4.74169921875,14.72900390625,73,2.953168000000339,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
5,Lowest-Latency,1701.7895890819073,88.07,3.16259765625,5.96923828125,35,56.74566699999994,0,False,2,False,2,3,extract-frames|object-det|prepare-ds
5,Random,3802.3042004669733,89.99,4.26318359375,13.173828125,71,4.274499999999737,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
5,Round-Robin,2903.264421027236,88.07,4.02392578125,11.06396484375,58,2.2290000000002586,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
6,SLO-first,1310.0,89.01,3.59326171875,6.22509765625,33,50.817332999999905,532,True,3,True,3,3,extract-frames|object-det|prepare-ds
6,Best-Acc,4167.817859441374,90.47,4.74169921875,17.23681640625,81,3.1624580000002567,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
6,Lowest-Latency,1599.0203984175064,82.24,3.35400390625,5.43994140625,31,56.98895799999981,0,False,2,False,2,3,extract-frames|object-det|prepare-ds
6,Random,3794.398629458853,86.76,4.35888671875,13.43701171875,73,4.4095419999998775,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
6,Round-Robin,3210.3707506654746,82.24,3.88037109375,12.31103515625,60,2.4309990000004333,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
7,SLO-first,1380.0,89.01,3.97607421875,4.9853515625,35,51.719375000000234,693,True,3,True,3,3,extract-frames|object-det|prepare-ds
7,Best-Acc,3926.320639873168,90.47,4.74169921875,14.009765625,70,3.0192079999999955,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
7,Lowest-Latency,1408.6607277155879,88.07,3.16259765625,4.57861328125,30,57.440708000000114,0,True,3,True,3,3,extract-frames|object-det|prepare-ds
7,Random,3917.5796636889577,90.47,4.35888671875,13.6748046875,74,4.511375000000317,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
7,Round-Robin,3488.1328357421103,89.01,4.55029296875,13.98583984375,69,2.799875000000007,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
8,SLO-first,1435.0,89.01,3.97607421875,5.77783203125,36,53.62083300000009,548,True,3,True,3,3,extract-frames|object-det|prepare-ds
8,Best-Acc,4086.066163556312,90.47,4.74169921875,14.51513671875,75,3.2351249999997833,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
8,Lowest-Latency,1513.367412590042,88.07,3.16259765625,4.7490234375,31,54.67604300000018,0,True,3,True,3,3,extract-frames|object-det|prepare-ds
8,Random,3261.0083856773613,89.01,3.49755859375,11.0205078125,61,3.9417089999997934,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
8,Round-Robin,3613.7169753192456,84.74,3.68896484375,11.833984375,68,2.836249000000013,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
9,SLO-first,1405.0,89.01,3.59326171875,6.296875,32,71.71920800000021,999,True,3,True,3,3,extract-frames|object-det|prepare-ds
9,Best-Acc,3944.2992104834884,90.47,4.74169921875,14.6572265625,77,3.076166000000047,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
9,Lowest-Latency,1288.7314310176862,88.07,3.16259765625,4.8134765625,26,57.643999000000164,0,True,3,True,3,3,extract-frames|object-det|prepare-ds
9,Random,3180.1257998010624,82.24,4.07177734375,11.16259765625,66,3.926498999999417,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
9,Round-Robin,3670.4574752341196,89.99,4.59814453125,12.16748046875,65,2.865916999999829,0,False,0,False,0,3,extract-frames|object-det|prepare-ds
