strategy,mean,median,p95,p99
Best-Acc,4297.191663471509,4297.191663471509,4297.191663471509,4297.191663471509
Lowest-Latency,1529.5886371041156,1529.5886371041156,1529.5886371041156,1529.5886371041156
Random,4197.652307565837,4197.652307565837,4197.652307565837,4197.652307565837
Round-Robin,3976.4884348550695,3976.4884348550695,3976.4884348550695,3976.4884348550695
SLO-first,1295.0,1295.0,1295.0,1295.0
