strategy,mean,median,p95,p99
Best-Acc,28013.17585149845,27845.947323447876,31211.67085064595,32024.985588304473
Lowest-Latency,19368.989081904572,19343.139400760418,21641.714593137134,22513.13077165234
Random,25344.671467381733,25391.38402622535,29670.73125348213,31363.349208750988
Round-Robin,25177.812418479618,24868.194320666793,29444.763689477877,30893.72990542158
SLO-first,19382.051107371593,19245.86332820618,21435.321289468196,22480.75650836476
