profile,strategy,mean,median,p95,p99
default,Best-Acc,107.9225,107.0,142.0,151.01999999999998
default,Lowest-Latency,79.5675,77.0,107.0,121.02999999999997
default,Random,100.49,100.0,142.04999999999995,154.01
default,Round-Robin,100.745,98.0,142.0,157.0
default,SLO-first,79.505,77.5,111.0,120.01999999999998
fast,Best-Acc,108.895,105.5,149.0,163.01
fast,Lowest-Latency,80.4,79.0,108.04999999999995,123.0
fast,Random,100.315,99.0,137.04999999999995,157.01
fast,Round-Robin,100.88,98.0,141.0,157.02999999999997
fast,SLO-first,79.665,77.0,110.0,121.01999999999998
heavy,Best-Acc,106.63,106.5,138.04999999999995,150.03999999999996
heavy,Lowest-Latency,79.0775,76.0,106.0,118.0
heavy,Random,98.5375,97.0,140.0,153.0
heavy,Round-Robin,100.0975,97.5,142.04999999999995,161.0
heavy,SLO-first,78.675,76.0,106.04999999999995,115.01999999999998
