strategy,mean,median,p95,p99
Best-Acc,63.2666162109375,63.076171875,78.15959472656249,84.1629345703125
Lowest-Latency,40.9364697265625,40.89697265625,51.0961669921875,56.03085937499999
Random,54.35195068359375,54.313232421875,69.8536376953125,74.7626611328125
Round-Robin,54.8532470703125,53.410888671875,71.61789550781249,76.24739746093749
SLO-first,41.0175537109375,40.23974609375,51.73889160156249,54.91539550781249
