strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
Best-Acc,28013.17585149845,27845.947323447876,31211.67085064595,32024.985588304473,95.16,4.74169921875,4.74169921875,4.74169921875,4.74169921875,63.2666162109375,63.076171875,78.15959472656249,84.1629345703125,322.675,320.0,376.19999999999993,394.03999999999996
Lowest-Latency,19368.989081904572,19343.139400760418,21641.714593137134,22513.13077165234,94.03745,3.3700341796875,3.35400390625,3.68896484375,4.02392578125,40.9364697265625,40.89697265625,51.0961669921875,56.03085937499999,238.695,236.0,282.04999999999995,302.05999999999995
Random,25344.671467381733,25391.38402622535,29670.73125348213,31363.349208750988,94.29475000000001,4.091875,4.07177734375,4.78955078125,5.126425781249998,54.35195068359375,54.313232421875,69.8536376953125,74.7626611328125,300.045,299.0,363.09999999999997,377.16999999999985
Round-Robin,25177.812418479618,24868.194320666793,29444.763689477877,30893.72990542158,94.3707,4.0631640625,4.02392578125,4.59814453125,4.59814453125,54.8532470703125,53.410888671875,71.61789550781249,76.24739746093749,302.87,302.0,364.09999999999997,393.26999999999975
SLO-first,19382.051107371593,19245.86332820618,21435.321289468196,22480.75650836476,94.06055,3.360224609375,3.35400390625,3.68896484375,3.88037109375,41.0175537109375,40.23974609375,51.73889160156249,54.91539550781249,238.115,235.0,284.04999999999995,298.03999999999996
