strategy,mean,median,p95,p99
Best-Acc,322.675,320.0,376.19999999999993,394.03999999999996
Lowest-Latency,238.695,236.0,282.04999999999995,302.05999999999995
Random,300.045,299.0,363.09999999999997,377.16999999999985
Round-Robin,302.87,302.0,364.09999999999997,393.26999999999975
SLO-first,238.115,235.0,284.04999999999995,298.03999999999996
