profile,strategy,mean,median,p95,p99
default,Best-Acc,9291.300918673365,9275.363695786096,11237.699709690432,12165.828507386288
default,Lowest-Latency,6478.166442390389,6479.376259809023,7769.592656965579,8251.28121729507
default,Random,8406.362243832187,8289.288733176802,11046.051900989845,12029.814910793253
default,Round-Robin,8454.581065105986,8337.930264399798,11118.011280649154,12184.627907750306
default,SLO-first,6452.991465146135,6481.965411768132,7781.1258725952175,8371.726597158526
fast,Best-Acc,9226.047698949935,9138.311391083174,11311.969769912565,12183.751039496005
fast,Lowest-Latency,6416.642613963723,6462.244399751418,7627.32773749617,7869.885862403573
fast,Random,8294.15100879522,8309.905087729963,10871.801036626011,11914.655414364624
fast,Round-Robin,8359.86145399927,8192.181046196987,11048.346763648598,11715.691013680309
fast,SLO-first,6372.373632158852,6361.146907053331,7694.307629971075,8063.093196248691
heavy,Best-Acc,9502.730897997455,9389.980439791201,11624.203488286457,12307.208188208835
heavy,Lowest-Latency,6608.238329447875,6603.263193102888,7888.053810271007,8400.396428221355
heavy,Random,8451.598700441285,8283.644507805078,11133.23946409977,12236.884003671266
heavy,Round-Robin,8594.709381072564,8414.18129676568,11264.032070954572,12245.728327452603
heavy,SLO-first,6554.696951260179,6566.712071541078,7667.226746166728,8153.338271102246
