profile,strategy,mean,median,p95,p99
default,Best-Acc,21.201060791015625,20.328369140625,29.750830078125,33.25609863281249
default,Lowest-Latency,13.678419189453125,12.739990234375,20.32578125,23.570800781249993
default,Random,18.28730224609375,17.69921875,28.363916015625,31.383203124999994
default,Round-Robin,18.3232763671875,17.38232421875,29.26806640624999,32.39005859375
default,SLO-first,13.777686767578125,12.74755859375,21.313793945312497,24.977773437499998
fast,Best-Acc,21.317281494140627,20.39794921875,31.093579101562494,34.27844238281249
fast,Lowest-Latency,13.756361083984375,12.912841796875,20.930493164062497,23.46783691406249
fast,Random,18.19368408203125,17.40625,27.3199951171875,32.67568359375
fast,Round-Robin,18.122330322265626,17.681640625,26.488305664062487,31.7908154296875
fast,SLO-first,13.482396240234374,12.6435546875,20.735253906249998,23.6829833984375
heavy,Best-Acc,21.059293212890626,19.9833984375,29.71040039062496,34.48497070312498
heavy,Lowest-Latency,13.6791748046875,12.791015625,21.221679687499993,23.2091357421875
heavy,Random,18.202332763671876,17.613525390625,28.133935546874998,31.526708984375
heavy,Round-Robin,18.383173828125,17.250244140625,28.551342773437494,31.584179687499986
heavy,SLO-first,13.58237060546875,12.74169921875,20.768115234374992,23.182011718749994
