strategy,mean,median,p95,p99
Best-Acc,26747.088647887816,26747.088647887816,26747.088647887816,26747.088647887816
Lowest-Latency,1839.9407716189326,1839.9407716189326,1839.9407716189326,1839.9407716189326
Random,17939.101195528456,17939.101195528456,17939.101195528456,17939.101195528456
Round-Robin,22391.354916720236,22391.354916720236,22391.354916720236,22391.354916720236
SLO-first,1095.0,1095.0,1095.0,1095.0
