strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.73681640625,3.73681640625,3.73681640625,3.73681640625
Random,3.35400390625,3.35400390625,3.35400390625,3.35400390625
Round-Robin,4.21533203125,4.21533203125,4.21533203125,4.21533203125
SLO-first,3.97607421875,3.97607421875,3.97607421875,3.97607421875
