run,strategy,profile,stitch_id,acc,latency_ms,net_base_ms,hop_count,payload_mb,link_mb,compute_ms,net_latency_ms,met_slo,met_dual_slo,selection_time_ms,ssp_calls
0,SLO-first,extract-frames,3,89.01,350.0,350.0,10,1.19775390625,1.7958984375,0.0,350.0,False,True,1254.609625,17760.0
0,Best-Acc,extract-frames,1,90.47,4849.651080945968,,108,1.58056640625,21.83203125,4849.651080945968,4849.651080945968,False,,16.334375000000456,
0,Lowest-Latency,extract-frames,4,88.07,445.5835268444796,,7,1.05419921875,1.43701171875,445.5835268444796,445.5835268444796,False,,51510.670125000004,
0,Random,extract-frames,6,84.74,5417.016906515311,,128,1.24560546875,24.20166015625,5417.016906515311,5417.016906515311,False,,22.835332999996183,
0,Round-Robin,extract-frames,3,89.01,5928.048633146658,,141,1.19775390625,22.47509765625,5928.048633146658,5928.048633146658,False,,16.812207999997497,
0,SLO-first,object-det,3,89.01,350.0,350.0,10,1.19775390625,1.7958984375,0.0,350.0,False,True,2622.880875000007,38800.0
0,Best-Acc,object-det,1,90.47,7586.461016201517,,180,1.58056640625,27.544921875,7586.461016201517,7586.461016201517,False,,22.337208999999802,
0,Lowest-Latency,object-det,7,82.24,486.2147042720003,,12,1.24560546875,2.4658203125,486.2147042720003,486.2147042720003,False,,16538.648125000007,
0,Random,object-det,7,82.24,6582.632790323059,,160,1.24560546875,20.77880859375,6582.632790323059,6582.632790323059,False,,26.396417000000838,
0,Round-Robin,object-det,7,82.24,6627.070628944862,,157,1.24560546875,24.21240234375,6627.070628944862,6627.070628944862,False,,19.706708000001072,
0,SLO-first,prepare-ds,3,89.01,365.0,365.0,10,1.19775390625,1.4130859375,0.0,365.0,False,True,1292.7049579999875,18480.0
0,Best-Acc,prepare-ds,1,90.47,8290.863946245896,,196,1.58056640625,38.7802734375,8290.863946245896,8290.863946245896,False,,21.186749999998256,
0,Lowest-Latency,prepare-ds,4,88.07,556.5498320725465,,12,1.05419921875,1.72705078125,556.5498320725465,556.5498320725465,False,,41400.984500000006,
0,Random,prepare-ds,3,89.01,6896.040654956867,,163,1.19775390625,21.95654296875,6896.040654956867,6896.040654956867,False,,32.27033400000323,
0,Round-Robin,prepare-ds,3,89.01,5801.734358344615,,137,1.19775390625,21.365234375,5801.734358344615,5801.734358344615,False,,17.924417000017456,
