profile,strategy,mean,median,p95,p99
default,Best-Acc,21.836480712890626,21.202880859375,30.60029296874999,33.6116162109375
default,Lowest-Latency,13.6924658203125,13.260498046875,18.922387695312498,22.12021484374998
default,Random,18.679842529296874,17.739013671875,27.041357421874988,31.450927734374996
default,Round-Robin,18.61354736328125,17.763427734375,26.65898437499999,34.041909179687494
default,SLO-first,13.701304931640625,13.199951171875,18.632495117187496,22.102612304687486
fast,Best-Acc,21.7254345703125,20.902587890625,29.388354492187485,34.329228515625
fast,Lowest-Latency,13.6778369140625,13.259033203125,18.49631347656249,21.838427734374996
fast,Random,18.598724365234375,17.819091796875,28.021142578125,31.847270507812496
fast,Round-Robin,18.510220947265626,17.458740234375,27.35527343749999,33.8297021484375
fast,SLO-first,13.520670166015625,13.02587890625,19.4901123046875,21.927075195312497
heavy,Best-Acc,21.18621826171875,20.62353515625,28.0915283203125,31.954145507812495
heavy,Lowest-Latency,13.6377734375,13.19921875,19.45190429687499,22.8929736328125
heavy,Random,18.331160888671874,17.292724609375,26.317822265624997,31.556645507812497
heavy,Round-Robin,18.40801025390625,17.77197265625,26.37109374999999,31.80900390625
heavy,SLO-first,13.455438232421875,12.962890625,19.55415039062499,23.50409667968749
