run,strategy,latency_ms,acc,payload_mb,link_mb,hop_count,met_slo,stages_met,met_task_slo_all,stages_met_task_slo,stages,profiles
0,SLO-first,20041.047091994627,93.86,3.16259765625,37.45458984375,212,False,0,False,0,3,fast|default|heavy
0,Best-Acc,29388.219810418886,95.16,4.74169921875,76.12939453125,333,False,0,False,0,3,fast|default|heavy
0,Lowest-Latency,21618.99277294412,93.86,3.30615234375,45.11083984375,248,False,0,False,0,3,fast|default|heavy
0,Random,26659.93809057687,94.59,4.26318359375,50.1982421875,276,False,0,False,0,3,fast|default|heavy
0,Round-Robin,31710.59113743689,94.11,4.55029296875,71.28662109375,347,False,0,False,0,3,fast|default|heavy
1,SLO-first,21026.802668341985,93.86,3.16259765625,46.2802734375,244,False,0,False,0,3,fast|default|heavy
1,Best-Acc,30192.58580294181,95.16,4.74169921875,71.52685546875,342,False,0,False,0,3,fast|default|heavy
1,Lowest-Latency,23266.867154346066,93.86,3.35400390625,51.97021484375,243,False,0,False,0,3,fast|default|heavy
1,Random,24162.477818855623,94.56,3.49755859375,45.4560546875,276,False,0,False,0,3,fast|default|heavy
1,Round-Robin,23578.254291853314,93.86,4.02392578125,46.22216796875,243,False,0,False,0,3,fast|default|heavy
2,SLO-first,20854.20899088965,94.11,3.49755859375,36.0595703125,224,False,0,False,0,3,fast|default|heavy
2,Best-Acc,31737.87492677856,95.16,4.74169921875,80.86962890625,340,False,0,False,0,3,fast|default|heavy
2,Lowest-Latency,22769.68406610068,94.11,3.49755859375,51.4111328125,278,False,0,False,0,3,fast|default|heavy
2,Random,30776.240531892923,93.38,4.74169921875,59.6787109375,311,False,0,False,0,3,fast|default|heavy
2,Round-Robin,23569.59871048318,93.38,3.64111328125,41.99462890625,251,False,0,False,0,3,fast|default|heavy
3,SLO-first,20058.190976873953,93.86,3.49755859375,37.1572265625,216,False,0,False,0,3,fast|default|heavy
3,Best-Acc,27949.451367628113,95.16,4.74169921875,55.54248046875,294,False,0,False,0,3,fast|default|heavy
3,Lowest-Latency,22643.87351202093,93.86,3.35400390625,40.83203125,261,False,0,False,0,3,fast|default|heavy
3,Random,28224.505887335712,94.56,4.26318359375,53.1591796875,296,False,0,False,0,3,fast|default|heavy
3,Round-Robin,23647.679126363302,94.59,3.68896484375,50.10546875,264,False,0,False,0,3,fast|default|heavy
4,SLO-first,21015.05460296973,93.86,3.16259765625,36.13818359375,246,False,0,False,0,3,fast|default|heavy
4,Best-Acc,28007.99836209946,95.16,4.74169921875,55.3857421875,286,False,0,False,0,3,fast|default|heavy
4,Lowest-Latency,18202.925277115275,94.11,3.30615234375,38.7529296875,209,False,0,False,0,3,fast|default|heavy
4,Random,27619.6956332077,93.38,4.02392578125,53.34423828125,304,False,0,False,0,3,fast|default|heavy
4,Round-Robin,26696.579937152914,94.56,3.88037109375,53.93359375,306,False,0,False,0,3,fast|default|heavy
5,SLO-first,19570.41053827874,93.86,3.35400390625,40.8837890625,214,False,0,False,0,3,fast|default|heavy
5,Best-Acc,33566.92671793803,95.16,4.74169921875,71.05224609375,359,False,0,False,0,3,fast|default|heavy
5,Lowest-Latency,19339.20536605411,93.86,3.16259765625,33.38134765625,209,False,0,False,0,3,fast|default|heavy
5,Random,29562.057350675175,95.16,4.02392578125,57.00732421875,328,False,0,False,0,3,fast|default|heavy
5,Round-Robin,27298.38023590624,95.16,4.07177734375,45.8671875,289,False,0,False,0,3,fast|default|heavy
6,SLO-first,21338.193849777053,94.56,3.54541015625,38.4638671875,227,False,0,False,0,3,fast|default|heavy
6,Best-Acc,28886.040881480625,95.16,4.74169921875,60.09375,336,False,0,False,0,3,fast|default|heavy
6,Lowest-Latency,19146.196942647377,93.86,3.54541015625,36.40966796875,205,False,0,False,0,3,fast|default|heavy
6,Random,21279.17690909845,94.56,3.68896484375,38.193359375,239,False,0,False,0,3,fast|default|heavy
6,Round-Robin,28895.357813166032,94.99,4.59814453125,56.193359375,291,False,0,False,0,3,fast|default|heavy
7,SLO-first,20968.43568119105,94.56,3.35400390625,38.40576171875,216,False,0,False,0,3,fast|default|heavy
7,Best-Acc,26936.224865144053,95.16,4.74169921875,51.68408203125,285,False,0,False,0,3,fast|default|heavy
7,Lowest-Latency,18206.247753443087,93.86,3.16259765625,34.66748046875,190,False,0,False,0,3,fast|default|heavy
7,Random,27548.790944761997,94.59,4.02392578125,51.64697265625,299,False,0,False,0,3,fast|default|heavy
7,Round-Robin,24320.624711758395,94.11,4.55029296875,47.69775390625,258,False,0,False,0,3,fast|default|heavy
8,SLO-first,21955.266740317173,93.86,3.35400390625,51.2060546875,286,False,0,False,0,3,fast|default|heavy
8,Best-Acc,30377.281939718087,95.16,4.74169921875,61.86474609375,344,False,0,False,0,3,fast|default|heavy
8,Lowest-Latency,23182.193047340246,94.56,3.35400390625,46.69287109375,280,False,0,False,0,3,fast|default|heavy
8,Random,29101.826444000108,93.38,4.35888671875,59.185546875,320,False,0,False,0,3,fast|default|heavy
8,Round-Robin,28351.070993551057,93.86,4.02392578125,60.78125,300,False,0,False,0,3,fast|default|heavy
9,SLO-first,19459.69528802915,93.86,3.35400390625,35.85205078125,226,False,0,False,0,3,fast|default|heavy
9,Best-Acc,31476.091720100318,95.16,4.74169921875,70.7490234375,339,False,0,False,0,3,fast|default|heavy
9,Lowest-Latency,23033.01576834586,94.11,3.64111328125,42.69873046875,267,False,0,False,0,3,fast|default|heavy
9,Random,26804.074912666256,95.16,4.35888671875,54.017578125,318,False,0,False,0,3,fast|default|heavy
9,Round-Robin,24336.183532629417,93.38,3.64111328125,46.6962890625,246,False,0,False,0,3,fast|default|heavy
10,SLO-first,21888.46306171021,93.86,3.49755859375,40.72802734375,252,False,0,False,0,3,fast|default|heavy
10,Best-Acc,32640.607366659315,95.16,4.74169921875,68.947265625,336,False,0,False,0,3,fast|default|heavy
