strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
Best-Acc,30668.638477288874,30619.206727685203,34018.14699826368,35914.84322672633,95.16,4.74169921875,4.74169921875,4.74169921875,4.74169921875,64.47700927734375,63.270263671875,79.340478515625,82.34572265624998,325.66,324.5,370.04999999999995,393.03999999999996
Lowest-Latency,21015.96866336884,21001.776622055742,23250.602538239636,23745.10530367296,94.01325000000001,3.3748193359375,3.35400390625,3.68896484375,3.73681640625,40.307919921875,39.64013671875,48.627661132812484,53.978330078125,234.87,232.0,274.0,296.03999999999996
Random,27611.048204703457,27624.566038445722,32556.957788332467,34501.40035813878,94.43764999999999,4.0634033203125,4.02392578125,4.74169921875,5.126425781249998,55.0247802734375,54.216796875,70.0742919921875,79.920224609375,302.815,300.0,370.15,383.0999999999999
Round-Robin,27454.350629144486,27097.359488597114,31897.861788962753,34423.60858529637,94.3707,4.0631640625,4.02392578125,4.59814453125,4.59814453125,54.8855810546875,53.480712890625,71.1423583984375,77.0325,300.155,296.0,357.0,378.02
SLO-first,21054.911848382988,21020.92863565586,23082.736078757116,24683.174000288847,94.03385,3.35974609375,3.35400390625,3.68896484375,3.88037109375,40.514013671875,39.64892578125,50.7530029296875,52.75370605468749,235.14,232.0,273.04999999999995,295.04999999999995
