strategy,mean,median,p95,p99
Best-Acc,325.66,324.5,370.04999999999995,393.03999999999996
Lowest-Latency,234.87,232.0,274.0,296.03999999999996
Random,302.815,300.0,370.15,383.0999999999999
Round-Robin,300.155,296.0,357.0,378.02
SLO-first,235.14,232.0,273.04999999999995,295.04999999999995
