profile,strategy,mean,median,p95,p99
default,Best-Acc,10246.224514905576,10261.213511524307,12526.654736703276,13906.544060355613
default,Lowest-Latency,7026.8706717519335,7037.480746501758,8190.353228236234,8636.5111846407
default,Random,9322.714013017241,9149.507016341595,12069.239857866987,13282.20360038358
default,Round-Robin,9217.330138489211,9163.178798058088,12273.936830833884,13376.281310763994
default,SLO-first,7048.290955563459,7045.357863002408,8308.620007385254,8596.321785294993
fast,Best-Acc,10124.353850967194,10072.879817303383,12120.769440571628,13400.050808096936
fast,Lowest-Latency,6990.691334805306,6979.803511818747,8173.980572414603,8591.10093934937
fast,Random,9236.147772653894,9001.95115636013,12326.394171548734,13617.222898684664
fast,Round-Robin,9203.114492068124,9009.57686873474,12317.901837996493,13550.561042818526
fast,SLO-first,6963.924070254328,6975.445504948977,8081.203463290279,8590.740960274987
heavy,Best-Acc,10367.783871655942,10337.2402686309,12473.497680910557,13306.342048059834
heavy,Lowest-Latency,7156.831463807558,7193.32848974817,8300.060104752794,8546.253044305282
heavy,Random,9305.990804356186,9136.671085658616,12189.203028524758,13502.477271320522
heavy,Round-Robin,9358.276376702242,9201.515306370526,12008.641374202249,13214.091881039023
heavy,SLO-first,7093.543489730899,7051.739748229262,8329.908199576896,8812.606702522362
