strategy,mean,median,p95,p99
Best-Acc,64.47700927734375,63.270263671875,79.340478515625,82.34572265624998
Lowest-Latency,40.307919921875,39.64013671875,48.627661132812484,53.978330078125
Random,55.0247802734375,54.216796875,70.0742919921875,79.920224609375
Round-Robin,54.8855810546875,53.480712890625,71.1423583984375,77.0325
SLO-first,40.514013671875,39.64892578125,50.7530029296875,52.75370605468749
