run,strategy,stitch_id,met_slo,utility,latency_ms,payload_mb,link_mb,hop_count,acc,profile
0,SLO-first,6,False,-87.13138592274079,6291.2347087672,1.24560546875,11.66650390625,69,94.59,fast
0,Best-Acc,1,False,,9885.409687603717,1.58056640625,23.40966796875,108,95.16,fast
0,Lowest-Latency,4,False,,5013.8668693030195,1.05419921875,8.29296875,56,93.86,fast
0,Random,7,False,,6718.969483461386,1.24560546875,10.72705078125,75,94.56,fast
0,Round-Robin,1,False,,9091.184419010115,1.58056640625,21.04541015625,94,95.16,fast
1,SLO-first,4,False,-90.16269443440758,6507.2353167433985,1.05419921875,18.92041015625,94,93.86,fast
1,Best-Acc,1,False,,8387.376696040677,1.58056640625,18.24609375,109,95.16,fast
1,Lowest-Latency,4,False,,6434.008668347942,1.05419921875,17.74365234375,90,93.86,fast
1,Random,4,False,,5907.0881102582825,1.05419921875,16.50244140625,83,93.86,fast
1,Round-Robin,2,False,,11426.291502252114,1.77197265625,32.26513671875,150,94.99,fast
2,SLO-first,4,False,-93.81959683713062,6768.4426312236155,1.05419921875,12.31396484375,65,93.86,fast
2,Best-Acc,1,False,,8418.37376445978,1.58056640625,14.03173828125,91,95.16,fast
2,Lowest-Latency,4,False,,5454.890117794493,1.05419921875,11.3271484375,58,93.86,fast
2,Random,6,False,,6165.354387065534,1.24560546875,12.47412109375,66,94.59,fast
2,Round-Robin,3,False,,7087.681599778242,1.19775390625,11.9384765625,75,94.11,fast
3,SLO-first,6,False,-91.18682267897525,6580.908762783945,1.24560546875,18.35205078125,95,94.59,fast
3,Best-Acc,1,False,,9059.449551300944,1.58056640625,20.70703125,124,95.16,fast
3,Lowest-Latency,5,False,,6582.3893753174025,1.38916015625,23.04443359375,112,93.38,fast
3,Random,5,False,,7667.083590154958,1.38916015625,22.423828125,115,93.38,fast
3,Round-Robin,4,False,,6838.743165378707,1.05419921875,14.00341796875,95,93.86,fast
4,SLO-first,4,False,-106.83179082844555,7697.885059174682,1.05419921875,15.08935546875,98,93.86,fast
4,Best-Acc,1,False,,12956.532753739732,1.58056640625,28.72705078125,141,95.16,fast
4,Lowest-Latency,3,False,,7734.694719696284,1.19775390625,14.7275390625,101,94.11,fast
4,Random,3,False,,7520.109753689274,1.19775390625,14.724609375,99,94.11,fast
4,Round-Robin,5,False,,9194.11550754816,1.38916015625,18.02490234375,113,93.38,fast
5,SLO-first,7,False,-95.60703970260695,6896.617121614782,1.24560546875,14.322265625,67,94.56,fast
5,Best-Acc,1,False,,7670.74245995982,1.58056640625,20.26025390625,96,95.16,fast
5,Lowest-Latency,3,False,,6903.118141007424,1.19775390625,11.69482421875,75,94.11,fast
5,Random,4,False,,6417.9939369812255,1.05419921875,10.66455078125,68,93.86,fast
5,Round-Robin,6,False,,6238.042007729012,1.24560546875,12.02978515625,69,94.59,fast
6,SLO-first,4,False,-78.17808908063236,5651.192077188026,1.05419921875,9.275390625,59,93.86,fast
6,Best-Acc,1,False,,10813.054112457468,1.58056640625,28.0048828125,115,95.16,fast
6,Lowest-Latency,4,False,,5922.029190503192,1.05419921875,10.80517578125,64,93.86,fast
6,Random,5,False,,9401.864344329366,1.38916015625,17.8408203125,104,93.38,fast
6,Round-Robin,7,False,,6772.133050230052,1.24560546875,11.57080078125,71,94.56,fast
7,SLO-first,4,False,-87.49209399307014,6316.4781423621525,1.05419921875,12.29150390625,61,93.86,fast
7,Best-Acc,1,False,,10956.781931023243,1.58056640625,21.77783203125,128,95.16,fast
7,Lowest-Latency,4,False,,5876.831975719681,1.05419921875,11.59033203125,62,93.86,fast
7,Random,1,False,,7999.689003551673,1.58056640625,16.5908203125,89,95.16,fast
7,Round-Robin,1,False,,9294.209031805824,1.58056640625,21.62109375,104,95.16,fast
8,SLO-first,6,False,-89.87204864313628,6486.996331652592,1.24560546875,17.548828125,108,94.59,fast
8,Best-Acc,1,False,,8486.145320498794,1.58056640625,13.81787109375,101,95.16,fast
8,Lowest-Latency,4,False,,7265.983301751937,1.05419921875,19.865234375,100,93.86,fast
8,Random,4,False,,8088.6202411210825,1.05419921875,23.8818359375,109,93.86,fast
8,Round-Robin,2,False,,11832.617752041917,1.77197265625,29.3681640625,137,94.99,fast
9,SLO-first,7,False,-92.1116316415553,6646.945117253951,1.24560546875,12.2900390625,70,94.56,fast
9,Best-Acc,1,False,,10260.9299338749,1.58056640625,22.34033203125,109,95.16,fast
