strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.380322265625,3.35400390625,3.6913574218749994,3.88037109375
Random,4.0241650390625,4.02392578125,4.78955078125,4.93310546875
Round-Robin,4.0631640625,4.02392578125,4.59814453125,4.59814453125
SLO-first,3.3561572265625,3.35400390625,3.64111328125,3.689443359375
