profile,strategy,mean,median,p95,p99
default,Best-Acc,9689.904355990744,9562.0345766522,11876.029442224884,12791.069207801498
default,Lowest-Latency,6596.483817426326,6625.954051644602,7804.96598611025,8203.646862954702
default,Random,8693.476656769806,8527.39797637839,11498.031324065738,12344.360336479225
default,Round-Robin,8650.54606574458,8436.7928724279,11490.407771679074,12689.238116663277
default,SLO-first,6589.447222490778,6554.68429085424,7945.191663894152,8612.193752467094
fast,Best-Acc,9551.775003084711,9434.35805824275,11517.845069380128,12435.049664520095
fast,Lowest-Latency,6557.502648099337,6529.28744193891,7796.745948911784,8211.8270067306
fast,Random,8486.866093729173,8378.736028114348,11497.497271409336,12539.96523165444
fast,Round-Robin,8643.393709790536,8388.559783133547,11701.589971148256,12673.436120833918
fast,SLO-first,6624.443392014295,6661.6443704048415,7707.082356338815,8201.926956628631
heavy,Best-Acc,9772.171777290067,9767.66818777369,11708.847504422292,12951.921970597985
heavy,Lowest-Latency,6713.620011239688,6721.2681346888585,8011.824245812317,8444.552568185032
heavy,Random,8777.72536033025,8668.064703598531,11691.222987525309,13023.660940169753
heavy,Round-Robin,8712.960199681831,8551.67846229843,11357.859716755944,12055.934553662664
heavy,SLO-first,6722.868294209782,6693.228673835004,8037.725052510206,8524.683345896448
