profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,9689.904355990744,9562.0345766522,11876.029442224884,12791.069207801498,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.608184814453125,20.830078125,30.597949218749996,34.48800292968749,108.1925,105.0,141.04999999999995,158.01
default,Lowest-Latency,6596.483817426326,6625.954051644602,7804.96598611025,8203.646862954702,94.061675,1.12310546875,1.05419921875,1.24560546875,1.38916015625,13.451534423828125,12.6376953125,20.1148193359375,23.642636718749998,78.235,75.0,107.04999999999995,130.0
default,Random,8693.476656769806,8527.39797637839,11498.031324065738,12344.360336479225,94.379125,1.356142578125,1.24560546875,1.77197265625,1.77197265625,18.2448828125,17.008544921875,28.458691406249997,33.032958984374986,98.9775,95.0,137.04999999999995,158.01
default,Round-Robin,8650.54606574458,8436.7928724279,11490.407771679074,12689.238116663277,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.2820751953125,17.39111328125,27.63540039062499,32.11207031249999,99.505,97.0,141.04999999999995,155.01
default,SLO-first,6589.447222490778,6554.68429085424,7945.191663894152,8612.193752467094,94.066125,1.12848876953125,1.05419921875,1.24560546875,1.58056640625,13.2397314453125,12.480712890625,20.167358398437493,23.154228515624997,77.5925,74.0,107.0,127.0
fast,Best-Acc,9551.775003084711,9434.35805824275,11517.845069380128,12435.049664520095,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.2578564453125,20.337158203125,29.877099609374994,34.8418212890625,109.0525,107.0,143.0,159.0
fast,Lowest-Latency,6557.502648099337,6529.28744193891,7796.745948911784,8211.8270067306,94.06112499999999,1.124541015625,1.05419921875,1.24560546875,1.3910742187499983,13.586754150390625,12.7314453125,20.785693359374996,23.807670898437493,79.335,76.0,108.0,121.02999999999997
fast,Random,8486.866093729173,8378.736028114348,11497.497271409336,12539.96523165444,94.361275,1.34501708984375,1.24560546875,1.77197265625,1.77197265625,18.01903076171875,17.219482421875,27.192993164062486,32.7576904296875,100.0375,98.0,140.0999999999999,156.01999999999998
fast,Round-Robin,8643.393709790536,8388.559783133547,11701.589971148256,12673.436120833918,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.353470458984376,17.246337890625,28.1742431640625,32.272553710937494,101.38,97.0,146.0,158.0
fast,SLO-first,6624.443392014295,6661.6443704048415,7707.082356338815,8201.926956628631,94.07745000000001,1.12968505859375,1.05419921875,1.24560546875,1.38916015625,13.685982666015626,12.946533203125,20.4606689453125,22.367578124999994,80.085,78.0,108.0,119.05999999999995
heavy,Best-Acc,9772.171777290067,9767.66818777369,11708.847504422292,12951.921970597985,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.44340087890625,20.51953125,30.151318359374958,35.27765624999999,108.44,107.0,142.0999999999999,157.0
heavy,Lowest-Latency,6713.620011239688,6721.2681346888585,8011.824245812317,8444.552568185032,94.07610000000001,1.1286083984375,1.05419921875,1.24560546875,1.38916015625,13.489063720703125,12.722900390625,20.335473632812498,22.698623046875,78.3275,74.5,108.0,124.00999999999999
heavy,Random,8777.72536033025,8668.064703598531,11691.222987525309,13023.660940169753,94.34100000000001,1.35458740234375,1.24560546875,1.77197265625,1.77197265625,18.043935546875,17.0498046875,28.103466796874997,32.5119873046875,99.685,98.0,138.0,153.02999999999997
heavy,Round-Robin,8712.960199681831,8551.67846229843,11357.859716755944,12055.934553662664,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.207928466796876,17.48095703125,27.773706054687494,31.882543945312495,99.33,98.0,135.0,149.02999999999997
heavy,SLO-first,6722.868294209782,6693.228673835004,8037.725052510206,8524.683345896448,94.04965,1.1262158203125,1.05419921875,1.24560546875,1.3910742187499983,13.42872802734375,12.64892578125,19.414941406249998,22.97581542968749,78.6775,74.0,107.04999999999995,120.01999999999998
