strategy,pct_any_viol,pct_both_viol,pct_latency_viol,pct_acc_viol,SLO_L_ms,SLO_A_min,wL,wA,pL,pA,runs,v_L_ms_mean,v_L_ms_median,v_L_ms_p95,v_A_mean,v_A_median,v_A_p95,viol_mag_mean,viol_mag_median,viol_mag_p95,soft_score_mean,soft_score_median,soft_score_p95,latency_ms_mean,latency_ms_median,acc_mean,acc_median
Overall,100.0,100.0,100.0,100.0,1000.0,89.0,0.5,0.5,2.0,2.0,1.0,6498.503908697716,6498.503908697716,6498.503908697716,4.670000000000002,4.670000000000002,4.670000000000002,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,7498.503908697716,7498.503908697716,84.33,84.33
Round-Robin,100.0,100.0,100.0,100.0,1000.0,89.0,0.5,0.5,2.0,2.0,1.0,6498.503908697716,6498.503908697716,6498.503908697716,4.670000000000002,4.670000000000002,4.670000000000002,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,21.11665317635516,7498.503908697716,7498.503908697716,84.33,84.33
