strategy,latency_mean,latency_median,latency_p95,latency_p99,acc_acc_mean,payload_mean,payload_median,payload_p95,payload_p99,link_mean,link_median,link_p95,link_p99,hops_mean,hops_median,hops_p95,hops_p99
Best-Acc,9060.247613282518,9539.183718972748,10588.301895497458,10756.904963692026,90.47,4.74169921875,4.74169921875,4.74169921875,4.74169921875,40.00693359375,40.594482421875,52.69453125,54.548671875000004,203.9,215.0,240.04999999999998,244.01
Lowest-Latency,2169.4264128376535,2171.3814410603536,2549.277021133642,2590.0178615567747,83.942,3.79423828125,3.73681640625,3.959326171875,4.011005859375,8.3578125,8.064208984375,10.4889404296875,10.5481787109375,49.2,48.0,57.74999999999999,59.55
Random,9436.944374975408,9771.170435673168,11530.305370807864,11726.884726940852,86.491,3.98564453125,4.0478515625,4.590966796875,4.711552734375,38.37587890625,38.2265625,50.784326171874994,51.569365234375,216.2,223.5,269.9,276.38
Round-Robin,9299.032280889156,9265.93345040884,11495.419953005607,12091.284057116563,87.502,4.12919921875,4.0478515625,4.59814453125,4.59814453125,38.594677734375,36.123046875,51.631738281249994,53.63845703125,211.4,211.0,264.44999999999993,278.49
SLO-first,1426.5,1442.5,1496.5,1507.3,89.01,3.70810546875,3.59326171875,3.97607421875,3.97607421875,5.81171875,5.80859375,6.3875488281249995,6.491962890625,35.8,34.5,40.65,41.730000000000004
