profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,2536.72857141209,2536.72857141209,2536.72857141209,2536.72857141209
extract-frames,Lowest-Latency,946.9616406027337,946.9616406027337,946.9616406027337,946.9616406027337
extract-frames,Random,3296.1543766003547,3296.1543766003547,3296.1543766003547,3296.1543766003547
extract-frames,Round-Robin,2084.760547937965,2084.760547937965,2084.760547937965,2084.760547937965
extract-frames,SLO-first,385.0,385.0,385.0,385.0
object-det,Best-Acc,3019.815731411432,3019.815731411432,3019.815731411432,3019.815731411432
object-det,Lowest-Latency,657.400963386125,657.400963386125,657.400963386125,657.400963386125
object-det,Random,2978.1738773061406,2978.1738773061406,2978.1738773061406,2978.1738773061406
object-det,Round-Robin,2562.915897918281,2562.915897918281,2562.915897918281,2562.915897918281
object-det,SLO-first,490.0,490.0,490.0,490.0
prepare-ds,Best-Acc,2992.258168318399,2992.258168318399,2992.258168318399,2992.258168318399
prepare-ds,Lowest-Latency,1117.4536370546798,1117.4536370546798,1117.4536370546798,1117.4536370546798
prepare-ds,Random,2177.4737650921415,2177.4737650921415,2177.4737650921415,2177.4737650921415
prepare-ds,Round-Robin,2293.5891641931853,2293.5891641931853,2293.5891641931853,2293.5891641931853
prepare-ds,SLO-first,455.0,455.0,455.0,455.0
