profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,1.8504999999999772,1.8504999999999772,1.8504999999999772,1.8504999999999772
extract-frames,Lowest-Latency,71.16458400000015,71.16458400000015,71.16458400000015,71.16458400000015
extract-frames,Random,3.4493330000000544,3.4493330000000544,3.4493330000000544,3.4493330000000544
extract-frames,Round-Robin,1.5766659999998378,1.5766659999998378,1.5766659999998378,1.5766659999998378
extract-frames,SLO-first,725.952333,725.952333,725.952333,725.952333
object-det,Best-Acc,2.176292000000135,2.176292000000135,2.176292000000135,2.176292000000135
object-det,Lowest-Latency,69.03808399999977,69.03808399999977,69.03808399999977,69.03808399999977
object-det,Random,3.029958000000388,3.029958000000388,3.029958000000388,3.029958000000388
object-det,Round-Robin,1.8302500000002553,1.8302500000002553,1.8302500000002553,1.8302500000002553
object-det,SLO-first,336.52745799999997,336.52745799999997,336.52745799999997,336.52745799999997
prepare-ds,Best-Acc,2.28904200000013,2.28904200000013,2.28904200000013,2.28904200000013
prepare-ds,Lowest-Latency,70.9057500000001,70.9057500000001,70.9057500000001,70.9057500000001
prepare-ds,Random,2.339916000000386,2.339916000000386,2.339916000000386,2.339916000000386
prepare-ds,Round-Robin,1.8076669999995687,1.8076669999995687,1.8076669999995687,1.8076669999995687
prepare-ds,SLO-first,327.5260000000002,327.5260000000002,327.5260000000002,327.5260000000002
