profile,strategy,mean,median,p95,p99
extract-frames,Best-Acc,11.6337890625,11.6337890625,11.6337890625,11.6337890625
extract-frames,Lowest-Latency,3.59033203125,3.59033203125,3.59033203125,3.59033203125
extract-frames,Random,11.77978515625,11.77978515625,11.77978515625,11.77978515625
extract-frames,Round-Robin,9.703125,9.703125,9.703125,9.703125
extract-frames,SLO-first,1.34130859375,1.34130859375,1.34130859375,1.34130859375
object-det,Best-Acc,11.41552734375,11.41552734375,11.41552734375,11.41552734375
object-det,Lowest-Latency,2.3984375,2.3984375,2.3984375,2.3984375
object-det,Random,13.103515625,13.103515625,13.103515625,13.103515625
object-det,Round-Robin,10.27880859375,10.27880859375,10.27880859375,10.27880859375
object-det,SLO-first,2.4658203125,2.4658203125,2.4658203125,2.4658203125
prepare-ds,Best-Acc,14.2880859375,14.2880859375,14.2880859375,14.2880859375
prepare-ds,Lowest-Latency,3.75927734375,3.75927734375,3.75927734375,3.75927734375
prepare-ds,Random,6.97412109375,6.97412109375,6.97412109375,6.97412109375
prepare-ds,Round-Robin,11.2705078125,11.2705078125,11.2705078125,11.2705078125
prepare-ds,SLO-first,2.32373046875,2.32373046875,2.32373046875,2.32373046875
