strategy,mean,median,p95,p99
Best-Acc,4.74169921875,4.74169921875,4.74169921875,4.74169921875
Lowest-Latency,3.79423828125,3.73681640625,3.959326171875,4.011005859375
Random,3.98564453125,4.0478515625,4.590966796875,4.711552734375
Round-Robin,4.12919921875,4.0478515625,4.59814453125,4.59814453125
SLO-first,3.70810546875,3.59326171875,3.97607421875,3.97607421875
