strategy,mean,median,p95,p99
Best-Acc,12.173040999999607,12.173040999999607,12.173040999999607,12.173040999999607
Lowest-Latency,3987.4445010000004,3987.4445010000004,3987.4445010000004,3987.4445010000004
Random,12.360124999998945,12.360124999998945,12.360124999998945,12.360124999998945
Round-Robin,11.844334000000956,11.844334000000956,11.844334000000956,11.844334000000956
SLO-first,2652.110667,2652.110667,2652.110667,2652.110667
