profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,1.6802734375,1.6298828125,2.091650390625,2.143330078125
object-det,SLO-first,1.402734375,1.44970703125,1.565283203125,1.616962890625
prepare-ds,SLO-first,1.46689453125,1.522216796875,1.6298828125,1.6298828125
