strategy,mean,median,p95,p99
Best-Acc,32958.70186234381,32958.70186234381,32958.70186234381,32958.70186234381
Lowest-Latency,2706.1651629737858,2706.1651629737858,2706.1651629737858,2706.1651629737858
Random,21774.132425933432,21774.132425933432,21774.132425933432,21774.132425933432
Round-Robin,37422.02055216979,37422.02055216979,37422.02055216979,37422.02055216979
SLO-first,1730.0,1730.0,1730.0,1730.0
