strategy,latency_mean,latency_median,latency_p95,latency_p99,acc_acc_mean,payload_mean,payload_median,payload_p95,payload_p99,link_mean,link_median,link_p95,link_p99,hops_mean,hops_median,hops_p95,hops_p99,payload_cached_mean,payload_cached_median,payload_cached_p95,payload_cached_p99,link_cached_mean,link_cached_median,link_cached_p95,link_cached_p99,selector_mean,selector_median,selector_p95,selector_p99,ssp_mean,ssp_median,ssp_p95,ssp_p99
Best-Acc,32958.70186234381,32958.70186234381,32958.70186234381,32958.70186234381,90.47,4.74169921875,4.74169921875,4.74169921875,4.74169921875,152.9150390625,152.9150390625,152.9150390625,152.9150390625,790.0,790.0,790.0,790.0,4.74169921875,4.74169921875,4.74169921875,4.74169921875,152.9150390625,152.9150390625,152.9150390625,152.9150390625,12.173040999999607,12.173040999999607,12.173040999999607,12.173040999999607,0.0,0.0,0.0,0.0
Lowest-Latency,2706.1651629737858,2706.1651629737858,2706.1651629737858,2706.1651629737858,84.74,3.88037109375,3.88037109375,3.88037109375,3.88037109375,8.78955078125,8.78955078125,8.78955078125,8.78955078125,63.0,63.0,63.0,63.0,3.88037109375,3.88037109375,3.88037109375,3.88037109375,8.78955078125,8.78955078125,8.78955078125,8.78955078125,3987.4445010000004,3987.4445010000004,3987.4445010000004,3987.4445010000004,0.0,0.0,0.0,0.0
Random,21774.132425933432,21774.132425933432,21774.132425933432,21774.132425933432,88.07,3.68896484375,3.68896484375,3.68896484375,3.68896484375,96.09521484375,96.09521484375,96.09521484375,96.09521484375,518.0,518.0,518.0,518.0,3.68896484375,3.68896484375,3.68896484375,3.68896484375,96.09521484375,96.09521484375,96.09521484375,96.09521484375,12.360124999998945,12.360124999998945,12.360124999998945,12.360124999998945,0.0,0.0,0.0,0.0
Round-Robin,37422.02055216979,37422.02055216979,37422.02055216979,37422.02055216979,89.01,4.55029296875,4.55029296875,4.55029296875,4.55029296875,169.0576171875,169.0576171875,169.0576171875,169.0576171875,895.0,895.0,895.0,895.0,4.55029296875,4.55029296875,4.55029296875,4.55029296875,169.0576171875,169.0576171875,169.0576171875,169.0576171875,11.844334000000956,11.844334000000956,11.844334000000956,11.844334000000956,0.0,0.0,0.0,0.0
SLO-first,1730.0,1730.0,1730.0,1730.0,89.01,3.59326171875,3.59326171875,3.59326171875,3.59326171875,7.11181640625,7.11181640625,7.11181640625,7.11181640625,46.0,46.0,46.0,46.0,2.44482421875,2.44482421875,2.44482421875,2.44482421875,5.19775390625,5.19775390625,5.19775390625,5.19775390625,2652.110667,2652.110667,2652.110667,2652.110667,35150.0,35150.0,35150.0,35150.0
