profile,strategy,latency_mean,latency_median,latency_p95,latency_p99,acc_acc_mean,payload_mean,payload_median,payload_p95,payload_p99,link_mean,link_median,link_p95,link_p99,hops_mean,hops_median,hops_p95,hops_p99,payload_cached_mean,payload_cached_median,payload_cached_p95,payload_cached_p99,link_cached_mean,link_cached_median,link_cached_p95,link_cached_p99,selector_mean,selector_median,selector_p95,selector_p99,ssp_mean,ssp_median,ssp_p95,ssp_p99
extract-frames,SLO-first,436.0,430.0,512.9999999999999,534.6,89.44800000000001,1.31259765625,1.19775390625,1.58056640625,1.58056640625,2.3693359375,2.35888671875,2.9673339843749997,3.122373046875,13.5,13.5,16.0,16.0,0.87236328125,0.81494140625,1.00634765625,1.00634765625,1.6802734375,1.6298828125,2.091650390625,2.143330078125,12.295054099999998,12.489875000000012,15.151685449999977,15.423470689999958,229.6,207.5,318.0,318.0
object-det,SLO-first,392.0,382.5,444.74999999999994,460.95,89.01,1.19775390625,1.19775390625,1.19775390625,1.19775390625,2.053515625,2.060546875,2.330908203125,2.382587890625,12.2,12.0,13.549999999999999,13.91,0.81494140625,0.81494140625,0.81494140625,0.81494140625,1.402734375,1.44970703125,1.565283203125,1.616962890625,12.525162400000001,12.236479000000022,15.199980950000018,15.471496190000021,229.6,212.0,318.0,318.0
prepare-ds,SLO-first,411.5,420.0,463.25,468.65,89.01,1.19775390625,1.19775390625,1.19775390625,1.19775390625,2.19423828125,2.35888671875,2.4876220703125,2.5479150390625,12.7,13.0,14.0,14.0,0.81494140625,0.81494140625,0.81494140625,0.81494140625,1.46689453125,1.522216796875,1.6298828125,1.6298828125,12.855037599999998,14.378208500000046,15.18046670000004,15.277426940000025,250.8,318.0,318.0,318.0
