strategy,mean,median,p95,p99
Best-Acc,152.9150390625,152.9150390625,152.9150390625,152.9150390625
Lowest-Latency,8.78955078125,8.78955078125,8.78955078125,8.78955078125
Random,96.09521484375,96.09521484375,96.09521484375,96.09521484375
Round-Robin,169.0576171875,169.0576171875,169.0576171875,169.0576171875
SLO-first,7.11181640625,7.11181640625,7.11181640625,7.11181640625
