profile,strategy,mean,median,p95,p99,acc_mean,mean_payload,median_payload,p95_payload,p99_payload,mean_link,median_link,p95_link,p99_link,mean_hops,median_hops,p95_hops,p99_hops
default,Best-Acc,8986.107857089059,8946.924768620796,11081.312294699761,11710.367997130777,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.824967041015626,21.486328125,31.1652099609375,35.4777099609375,111.27,111.0,147.0999999999999,159.0
default,Lowest-Latency,6212.436221871242,6224.1099422684965,7382.439105830141,7794.335813409584,94.094125,1.13458984375,1.05419921875,1.24560546875,1.58056640625,13.80450927734375,13.01904296875,20.7609619140625,23.0778076171875,81.4075,80.0,112.04999999999995,120.00999999999999
default,Random,8076.950862768389,7945.2217378613805,10665.050699281728,11690.28705382976,94.394725,1.35470703125,1.24560546875,1.77197265625,1.77197265625,18.52858154296875,17.742431640625,28.890893554687498,32.8891015625,102.3825,100.0,143.0,163.01
default,Round-Robin,8016.702950937029,7854.152672833718,10580.542370724193,11700.164261481346,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.499359130859375,17.5,29.615698242187495,32.8986865234375,101.75,100.0,142.0,158.02999999999997
default,SLO-first,6210.512292341305,6228.757820244681,7398.99720077861,8009.465047832273,94.0563,1.12561767578125,1.05419921875,1.24560546875,1.3910742187499983,13.870948486328125,13.176025390625,21.119921875,23.9786474609375,81.6075,81.0,111.0,126.01999999999998
fast,Best-Acc,8761.577423601266,8724.783643993158,10638.126780734056,11414.054316740187,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.414638671875,20.608154296875,31.100390624999992,35.3478662109375,108.9325,108.0,148.04999999999995,157.01999999999998
fast,Lowest-Latency,6123.8064745416505,6169.803783364223,7284.5595337462155,7912.090509538878,94.05742500000001,1.132197265625,1.05419921875,1.24560546875,1.58056640625,13.99543212890625,13.427001953125,20.532885742187496,23.483339843749995,81.23,81.0,113.04999999999995,124.02999999999997
fast,Random,7970.1115226392485,7827.365758694217,10578.265027330946,11870.163459737265,94.329125,1.35721923828125,1.24560546875,1.77197265625,1.77197265625,18.9078173828125,18.1123046875,28.869946289062497,32.54406249999999,103.0425,103.0,143.04999999999995,163.03999999999996
fast,Round-Robin,7941.176150337452,7746.672039463383,10919.985007147188,11970.896862921534,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.53880126953125,17.26416015625,30.3928955078125,34.74661132812499,102.02,99.0,147.0999999999999,172.02999999999997
fast,SLO-first,6172.194301522923,6197.125133154528,7286.52098741104,7824.018334356859,94.071175,1.13112060546875,1.05419921875,1.24560546875,1.58056640625,14.1102880859375,13.37109375,20.444311523437495,22.6623876953125,82.02,82.0,112.09999999999991,127.0
heavy,Best-Acc,9156.111684747304,9133.183523494632,11411.85030473614,12494.44344086452,95.16,1.58056640625,1.58056640625,1.58056640625,1.58056640625,21.65627197265625,20.795654296875,31.242333984375,35.841767578124994,110.945,110.0,148.0,165.01
heavy,Lowest-Latency,6226.263553500579,6242.420159080122,7321.663797943711,7984.967540947512,94.050525,1.117841796875,1.05419921875,1.24560546875,1.58056640625,13.6872900390625,12.8896484375,20.371630859375,21.940546875,80.8625,81.0,110.09999999999991,127.01999999999998
heavy,Random,8139.972124542289,7964.784680384828,10871.822914738284,12219.009401245019,94.370475,1.35410888671875,1.24560546875,1.77197265625,1.77197265625,18.113048095703125,17.08984375,27.960815429687493,35.047700195312494,101.17,100.0,141.04999999999995,170.01
heavy,Round-Robin,8201.820833432015,8076.808859670962,11233.599441066699,12121.755854365534,94.38052499999999,1.35554443359375,1.24560546875,1.77197265625,1.77197265625,18.473734130859373,17.5400390625,28.85668945312498,33.919902343749996,102.3825,101.0,144.0,163.05999999999995
heavy,SLO-first,6287.715876453939,6312.200967841579,7701.7945163501145,8252.954034404927,94.038025,1.1185595703125,1.05419921875,1.24560546875,1.58056640625,13.664906005859375,12.730224609375,20.803515625,23.2625830078125,81.5425,81.0,116.0,125.05999999999995
