strategy,mean,median,p95,p99
Best-Acc,332.75,329.0,386.04999999999995,415.03999999999996
Lowest-Latency,244.04,240.0,297.2499999999999,337.0899999999999
Random,308.35,308.5,380.04999999999995,394.03999999999996
Round-Robin,310.265,308.0,376.0,414.14999999999986
SLO-first,243.375,243.0,293.09999999999997,312.0899999999999
