run,strategy,stitch_id,met_slo,utility,latency_ms,payload_mb,link_mb,hop_count,acc,profile
0,SLO-first,3,False,-91.45412181580751,6599.6587011291085,1.19775390625,13.12158203125,85,94.11,fast
0,Best-Acc,1,False,,9336.946062408962,1.58056640625,22.0693359375,124,95.16,fast
0,Lowest-Latency,4,False,,6662.84378037256,1.05419921875,12.92724609375,83,93.86,fast
0,Random,4,False,,5849.483742054264,1.05419921875,11.80712890625,82,93.86,fast
0,Round-Robin,1,False,,9360.141390937531,1.58056640625,21.55078125,117,95.16,fast
1,SLO-first,4,False,-74.67841722876243,5401.215516340173,1.05419921875,10.3310546875,77,93.86,fast
1,Best-Acc,1,False,,6008.3517834869735,1.58056640625,14.296875,95,95.16,fast
1,Lowest-Latency,4,False,,6682.914283969304,1.05419921875,13.6015625,89,93.86,fast
1,Random,2,False,,9779.589631867315,1.77197265625,23.10888671875,127,94.99,fast
1,Round-Robin,2,False,,10655.258486206834,1.77197265625,24.6552734375,132,94.99,fast
2,SLO-first,4,False,-85.04185077797466,6141.460769855333,1.05419921875,13.84521484375,77,93.86,fast
2,Best-Acc,1,False,,7171.4055220746,1.58056640625,20.2529296875,94,95.16,fast
2,Lowest-Latency,4,False,,6996.706830350647,1.05419921875,13.30517578125,88,93.86,fast
2,Random,2,False,,9044.62649634588,1.77197265625,24.9228515625,120,94.99,fast
2,Round-Robin,3,False,,7237.875557622251,1.19775390625,19.03271484375,92,94.11,fast
3,SLO-first,6,False,-77.87796208200656,5630.275863000468,1.24560546875,10.6884765625,64,94.59,fast
3,Best-Acc,1,False,,8696.84562758873,1.58056640625,23.2763671875,113,95.16,fast
3,Lowest-Latency,4,False,,5627.854944534343,1.05419921875,11.71728515625,62,93.86,fast
3,Random,2,False,,11869.379388208243,1.77197265625,30.794921875,136,94.99,fast
3,Round-Robin,4,False,,5775.46902552588,1.05419921875,10.404296875,65,93.86,fast
4,SLO-first,3,False,-98.62599264594651,7111.935188996181,1.19775390625,20.2451171875,128,94.11,fast
4,Best-Acc,1,False,,9730.45251947619,1.58056640625,24.35888671875,144,95.16,fast
4,Lowest-Latency,3,False,,5749.857336420454,1.19775390625,18.04541015625,115,94.11,fast
4,Random,1,False,,9565.954986604345,1.58056640625,22.4296875,142,95.16,fast
4,Round-Robin,5,False,,9394.703942746759,1.38916015625,27.54248046875,157,93.38,fast
5,SLO-first,4,False,-97.42219368355701,7025.77097739693,1.05419921875,19.56787109375,88,93.86,fast
5,Best-Acc,1,False,,8337.738155219115,1.58056640625,16.5263671875,86,95.16,fast
5,Lowest-Latency,4,False,,7221.341828421815,1.05419921875,20.875,92,93.86,fast
5,Random,1,False,,8158.365655142266,1.58056640625,15.44091796875,84,95.16,fast
5,Round-Robin,6,False,,7477.230016005128,1.24560546875,21.56884765625,94,94.59,fast
6,SLO-first,3,False,-81.02709336127245,5854.8709543766045,1.19775390625,18.03369140625,79,94.11,fast
6,Best-Acc,1,False,,8027.7644201078765,1.58056640625,24.7734375,96,95.16,fast
6,Lowest-Latency,6,False,,6375.571065562463,1.24560546875,19.751953125,82,94.59,fast
6,Random,5,False,,8891.39251543967,1.38916015625,22.98486328125,111,93.38,fast
6,Round-Robin,7,False,,8841.463499884198,1.24560546875,25.4521484375,106,94.56,fast
7,SLO-first,4,False,-76.95744692335634,5564.003351668311,1.05419921875,16.185546875,81,93.86,fast
7,Best-Acc,1,False,,9908.333640134668,1.58056640625,29.1591796875,139,95.16,fast
7,Lowest-Latency,3,False,,5545.515702037955,1.19775390625,11.52587890625,86,94.11,fast
7,Random,4,False,,6776.503596889986,1.05419921875,18.56005859375,90,93.86,fast
7,Round-Robin,1,False,,8232.431067526364,1.58056640625,23.05810546875,130,95.16,fast
8,SLO-first,4,False,-69.15687566590178,5006.819690421556,1.05419921875,10.1787109375,65,93.86,fast
8,Best-Acc,1,False,,9669.839127221705,1.58056640625,31.734375,136,95.16,fast
8,Lowest-Latency,4,False,,5876.90996560954,1.05419921875,11.9970703125,72,93.86,fast
8,Random,1,False,,8267.87476386505,1.58056640625,27.78955078125,116,95.16,fast
8,Round-Robin,2,False,,9484.416263546058,1.77197265625,28.0244140625,133,94.99,fast
