profile,strategy,mean,median,p95,p99
default,Best-Acc,8986.107857089059,8946.924768620796,11081.312294699761,11710.367997130777
default,Lowest-Latency,6212.436221871242,6224.1099422684965,7382.439105830141,7794.335813409584
default,Random,8076.950862768389,7945.2217378613805,10665.050699281728,11690.28705382976
default,Round-Robin,8016.702950937029,7854.152672833718,10580.542370724193,11700.164261481346
default,SLO-first,6210.512292341305,6228.757820244681,7398.99720077861,8009.465047832273
fast,Best-Acc,8761.577423601266,8724.783643993158,10638.126780734056,11414.054316740187
fast,Lowest-Latency,6123.8064745416505,6169.803783364223,7284.5595337462155,7912.090509538878
fast,Random,7970.1115226392485,7827.365758694217,10578.265027330946,11870.163459737265
fast,Round-Robin,7941.176150337452,7746.672039463383,10919.985007147188,11970.896862921534
fast,SLO-first,6172.194301522923,6197.125133154528,7286.52098741104,7824.018334356859
heavy,Best-Acc,9156.111684747304,9133.183523494632,11411.85030473614,12494.44344086452
heavy,Lowest-Latency,6226.263553500579,6242.420159080122,7321.663797943711,7984.967540947512
heavy,Random,8139.972124542289,7964.784680384828,10871.822914738284,12219.009401245019
heavy,Round-Robin,8201.820833432015,8076.808859670962,11233.599441066699,12121.755854365534
heavy,SLO-first,6287.715876453939,6312.200967841579,7701.7945163501145,8252.954034404927
