profile,strategy,mean,median,p95,p99
default,Best-Acc,21.824967041015626,21.486328125,31.1652099609375,35.4777099609375
default,Lowest-Latency,13.80450927734375,13.01904296875,20.7609619140625,23.0778076171875
default,Random,18.52858154296875,17.742431640625,28.890893554687498,32.8891015625
default,Round-Robin,18.499359130859375,17.5,29.615698242187495,32.8986865234375
default,SLO-first,13.870948486328125,13.176025390625,21.119921875,23.9786474609375
fast,Best-Acc,21.414638671875,20.608154296875,31.100390624999992,35.3478662109375
fast,Lowest-Latency,13.99543212890625,13.427001953125,20.532885742187496,23.483339843749995
fast,Random,18.9078173828125,18.1123046875,28.869946289062497,32.54406249999999
fast,Round-Robin,18.53880126953125,17.26416015625,30.3928955078125,34.74661132812499
fast,SLO-first,14.1102880859375,13.37109375,20.444311523437495,22.6623876953125
heavy,Best-Acc,21.65627197265625,20.795654296875,31.242333984375,35.841767578124994
heavy,Lowest-Latency,13.6872900390625,12.8896484375,20.371630859375,21.940546875
heavy,Random,18.113048095703125,17.08984375,27.960815429687493,35.047700195312494
heavy,Round-Robin,18.473734130859373,17.5400390625,28.85668945312498,33.919902343749996
heavy,SLO-first,13.664906005859375,12.730224609375,20.803515625,23.2625830078125
