run,strategy,profile,stitch_id,acc,latency_ms,net_base_ms,hop_count,payload_mb,link_mb,payload_mb_cached,link_mb_cached,compute_ms,net_latency_ms,met_slo,slo_ms,slo_excess_ms,slo_excess_pct,met_dual_slo,net_obj_ms,soft_slo_score,v_lat_ms,v_lat_norm,v_acc,v_acc_norm,lat_target_ms,acc_target,valid,selection_time_ms,ssp_calls
98,SLO-first,extract-frames,1,91.62,665.9279693707397,1250.0,13,1.1484375,2.583984375,0.57421875,3.4453125,151.83692117608206,514.0910481946576,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,812.7357500000016,60
99,SLO-first,extract-frames,1,91.62,537.4402944456621,1425.0,9,1.1484375,1.50732421875,0.57421875,3.4453125,175.48641365257797,361.95388079308407,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,840.8841670000129,60
0,SLO-first,object-det,1,91.62,396.6688661188619,1880.0,7,1.1484375,1.36376953125,0.57421875,7.46484375,122.69237804230592,273.976488076556,True,1000.0,0.0,0.0,True,1880.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,800.8586250000036,54
1,SLO-first,object-det,1,91.62,691.80805300964,1425.0,14,1.1484375,2.36865234375,0.57421875,2.296875,125.35241511494235,566.4556378946977,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,814.7886659999983,54
2,SLO-first,object-det,1,91.62,433.17059556935504,1495.0,8,1.1484375,1.79443359375,0.57421875,2.87109375,121.07305684828765,312.0975387210674,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,836.6208339999872,58
3,SLO-first,object-det,1,91.62,453.36280215014347,1495.0,8,1.1484375,1.8662109375,0.57421875,3.4453125,118.26650039540024,335.09630175474325,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,830.630499999998,60
4,SLO-first,object-det,1,91.62,708.2626283414214,1355.0,13,1.1484375,2.1533203125,0.57421875,5.16796875,143.38638364188827,564.8762446995331,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,815.0944580000044,60
5,SLO-first,object-det,1,91.62,467.46086785770916,1740.0,8,1.1484375,1.8662109375,0.57421875,3.4453125,133.24082229250962,334.22004556519954,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,805.9288329999958,60
6,SLO-first,object-det,1,91.62,394.66384710958346,1425.0,7,1.1484375,1.435546875,0.57421875,1.72265625,115.57810716714411,279.0857399424394,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,835.5516250000079,60
7,SLO-first,object-det,1,91.62,432.6845630647887,1740.0,8,1.1484375,1.435546875,0.57421875,6.31640625,128.17608019716832,304.5084828676204,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,840.9932499999826,58
8,SLO-first,object-det,1,91.62,359.0587774690364,1670.0,6,1.1484375,1.22021484375,0.57421875,6.890625,113.43034418332138,245.628433285715,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,792.3318750000021,60
9,SLO-first,object-det,1,91.62,406.8799526229145,1400.0,7,1.1484375,1.36376953125,0.57421875,2.87109375,129.97439765915,276.90555496376453,True,1000.0,0.0,0.0,True,1400.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,814.2687920000071,60
10,SLO-first,object-det,1,91.62,389.53637846702645,1740.0,7,1.1484375,1.50732421875,0.57421875,1.72265625,105.96916301297509,283.56721545405134,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,824.641000000014,60
11,SLO-first,object-det,1,91.62,447.3927666557883,1495.0,9,1.1484375,2.08154296875,0.57421875,3.4453125,104.72821038992036,342.66455626586793,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,792.6085830000034,58
12,SLO-first,object-det,1,91.62,454.83498057303393,1425.0,7,1.1484375,1.2919921875,0.57421875,2.87109375,129.7600985050539,325.07488206798007,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,807.7418749999765,60
13,SLO-first,object-det,1,91.62,558.3552698859583,2090.0,11,1.1484375,2.296875,0.57421875,8.61328125,106.52638340892676,451.8288864770315,True,1000.0,0.0,0.0,True,2090.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,822.2886670000094,56
14,SLO-first,object-det,1,91.62,530.3408430439193,1495.0,11,1.1484375,1.65087890625,0.57421875,3.4453125,114.51370205981952,415.82714098409986,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,799.5711669999821,54
15,SLO-first,object-det,1,91.62,570.8984230555329,1075.0,10,1.1484375,1.79443359375,0.57421875,4.59375,132.76391427179004,438.1345087837429,True,1000.0,0.0,0.0,True,1075.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,777.9000419999988,56
16,SLO-first,object-det,1,91.62,683.5277955830752,1320.0,13,1.1484375,2.7275390625,0.57421875,4.59375,142.48540315772823,541.042392425347,True,1000.0,0.0,0.0,True,1320.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,851.5206250000062,60
17,SLO-first,object-det,1,91.62,431.1043675784923,1775.0,8,1.1484375,1.50732421875,0.57421875,5.16796875,115.68366056520631,315.420707013286,True,1000.0,0.0,0.0,True,1775.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,806.6352920000099,60
18,SLO-first,object-det,1,91.62,434.6184441213911,1565.0,8,1.1484375,1.5791015625,0.57421875,3.4453125,122.65065966923646,311.96778445215466,True,1000.0,0.0,0.0,True,1565.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,816.0983749999957,56
19,SLO-first,object-det,1,91.62,519.6615470604581,1745.0,10,1.1484375,1.8662109375,0.57421875,6.890625,129.73384213021367,389.92770493024443,True,1000.0,0.0,0.0,True,1745.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,814.2386670000121,60
20,SLO-first,object-det,1,91.62,661.7679046539577,1495.0,12,1.1484375,1.93798828125,0.57421875,2.296875,140.31788469826304,521.4500199556946,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,798.6268749999965,60
21,SLO-first,object-det,1,91.62,529.5162729638857,1390.0,10,1.1484375,2.1533203125,0.57421875,6.31640625,123.36228886217766,406.15398410170803,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,825.5373750000103,60
22,SLO-first,object-det,1,91.62,513.8290934585054,1740.0,10,1.1484375,1.79443359375,0.57421875,7.46484375,122.46501109539044,391.36408236311496,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,819.350959000019,58
23,SLO-first,object-det,1,91.62,464.1570134349538,1355.0,8,1.1484375,1.65087890625,0.57421875,4.59375,140.31301987238126,323.84399356257256,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,808.3271250000053,60
24,SLO-first,object-det,1,91.62,498.4933549846396,1705.0,9,1.1484375,2.296875,0.57421875,5.7421875,118.16727715824734,380.3260778263923,True,1000.0,0.0,0.0,True,1705.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,801.8355420000205,56
25,SLO-first,object-det,1,91.62,519.1881850218027,2195.0,9,1.1484375,1.5791015625,0.57421875,4.59375,130.61215692282835,388.5760280989744,True,1000.0,0.0,0.0,True,2195.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,846.9062919999999,54
26,SLO-first,object-det,1,91.62,727.1722136236764,2055.0,10,1.1484375,1.79443359375,0.57421875,5.7421875,191.95736971981765,535.2148439038588,True,1000.0,0.0,0.0,True,2055.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,801.9291250000151,60
27,SLO-first,object-det,1,91.62,445.4516844633797,1425.0,6,1.1484375,1.22021484375,0.57421875,2.87109375,157.18590651521444,288.2657779481653,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,812.7818749999847,54
28,SLO-first,object-det,1,91.62,479.06271638095046,2195.0,9,1.1484375,1.8662109375,0.57421875,8.61328125,114.60049979733839,364.4622165836121,True,1000.0,0.0,0.0,True,2195.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,847.3449169999867,60
29,SLO-first,object-det,1,91.62,597.088202027837,935.0,12,1.1484375,2.36865234375,0.57421875,4.01953125,121.23640113389587,475.8518008939412,True,1000.0,0.0,0.0,True,935.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,796.4847080000084,54
30,SLO-first,object-det,1,91.62,749.6422659064152,1355.0,16,1.1484375,2.87109375,0.57421875,5.16796875,117.90395258250116,631.7383133239141,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,821.0058749999973,60
31,SLO-first,object-det,1,91.62,394.4807437040125,1670.0,7,1.1484375,1.435546875,0.57421875,5.7421875,123.6907303351878,270.79001336882476,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,790.9349999999904,54
32,SLO-first,object-det,1,91.62,730.3258540530668,1740.0,12,1.1484375,2.36865234375,0.57421875,4.01953125,160.96011642968884,569.365737623378,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,775.1329999999825,60
33,SLO-first,object-det,1,91.62,526.9109124623143,1460.0,10,1.1484375,2.009765625,0.57421875,2.296875,127.61696685709529,399.293945605219,True,1000.0,0.0,0.0,True,1460.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,823.3785830000215,56
34,SLO-first,object-det,1,91.62,551.6535810558479,1530.0,9,1.1484375,1.65087890625,0.57421875,5.7421875,148.20333513555224,403.4502459202957,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,814.1568329999984,60
35,SLO-first,object-det,1,91.62,454.1136224683951,1495.0,9,1.1484375,1.79443359375,0.57421875,5.7421875,110.31814222531612,343.79548024307894,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,834.9404580000055,60
36,SLO-first,object-det,1,91.62,337.70335236486915,1460.0,5,1.1484375,1.1484375,0.57421875,2.296875,136.81904339012831,200.88430897474083,True,1000.0,0.0,0.0,True,1460.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,844.4934589999775,60
37,SLO-first,object-det,1,91.62,462.3195113441748,1075.0,9,1.1484375,1.79443359375,0.57421875,1.72265625,131.00996973529698,331.30954160887785,True,1000.0,0.0,0.0,True,1075.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,835.8513749999759,60
38,SLO-first,object-det,1,91.62,650.4565557229772,1390.0,13,1.1484375,2.65576171875,0.57421875,3.4453125,121.90965029118802,528.5469054317892,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,798.2785830000125,60
39,SLO-first,object-det,1,91.62,570.4047993188641,1075.0,12,1.1484375,1.72265625,0.57421875,1.1484375,111.9811733683854,458.42362595047865,True,1000.0,0.0,0.0,True,1075.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,825.198792000009,58
40,SLO-first,object-det,1,91.62,707.0555141667587,1320.0,11,1.1484375,2.08154296875,0.57421875,1.72265625,163.13174513977242,543.9237690269863,True,1000.0,0.0,0.0,True,1320.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,841.6763330000094,60
41,SLO-first,object-det,1,91.62,331.35405666129674,1390.0,5,1.1484375,1.1484375,0.57421875,2.296875,118.42840452933137,212.92565213196536,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,824.6665000000064,60
42,SLO-first,object-det,1,91.62,511.56899116210724,1600.0,9,1.1484375,1.65087890625,0.57421875,3.4453125,141.15145280664598,370.41753835546126,True,1000.0,0.0,0.0,True,1600.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,841.0647080000047,60
43,SLO-first,object-det,1,91.62,535.2677182264629,1215.0,11,1.1484375,2.22509765625,0.57421875,1.72265625,115.33646156077256,419.9312566656903,True,1000.0,0.0,0.0,True,1215.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,817.751708000003,58
44,SLO-first,object-det,1,91.62,535.8947002257045,1845.0,10,1.1484375,1.79443359375,0.57421875,4.01953125,123.07659282793377,412.8181073977707,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,804.0199579999978,58
45,SLO-first,object-det,1,91.62,536.2455686619019,1845.0,9,1.1484375,1.79443359375,0.57421875,6.31640625,130.84820947096983,405.397359190932,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,842.7821249999852,60
46,SLO-first,object-det,1,91.62,546.7593060396467,1425.0,11,1.1484375,1.79443359375,0.57421875,2.296875,125.63209289734303,421.12721314230373,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,807.131499999997,60
47,SLO-first,object-det,1,91.62,440.5299913088783,1775.0,8,1.1484375,1.435546875,0.57421875,5.16796875,136.67890484558058,303.85108646329775,True,1000.0,0.0,0.0,True,1775.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,818.8403329999971,60
48,SLO-first,object-det,1,91.62,611.3240939602564,1425.0,10,1.1484375,2.009765625,0.57421875,2.296875,141.29679189749262,470.0273020627638,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,817.9981250000026,54
49,SLO-first,object-det,1,91.62,418.48652239611926,1705.0,8,1.1484375,1.5791015625,0.57421875,5.16796875,115.23190916763123,303.25461322848804,True,1000.0,0.0,0.0,True,1705.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,824.7665000000097,60
50,SLO-first,object-det,1,91.62,479.8360301575433,1530.0,9,1.1484375,1.435546875,0.57421875,4.01953125,124.71600989496791,355.1200202625754,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,827.7645000000007,58
51,SLO-first,object-det,1,91.62,432.07128240997224,1460.0,7,1.1484375,1.36376953125,0.57421875,2.87109375,124.4036901940107,307.6675922159615,True,1000.0,0.0,0.0,True,1460.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,791.4487500000007,58
52,SLO-first,object-det,1,91.62,740.9510809842898,1670.0,14,1.1484375,2.1533203125,0.57421875,8.0390625,151.47263573563717,589.4784452486526,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,816.9709169999919,58
53,SLO-first,object-det,1,91.62,613.6543435170448,2130.0,13,1.1484375,2.7275390625,0.57421875,3.4453125,124.63189802985585,489.022445487189,True,1000.0,0.0,0.0,True,2130.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,808.9228749999791,60
54,SLO-first,object-det,1,91.62,695.0995136012621,1740.0,10,1.1484375,1.5791015625,0.57421875,3.4453125,187.53045829375017,507.5690553075119,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,798.6775839999893,60
55,SLO-first,object-det,1,91.62,511.18144322235145,1425.0,10,1.1484375,1.8662109375,0.57421875,4.01953125,116.30910692037703,394.8723363019744,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,838.358124999985,56
56,SLO-first,object-det,1,91.62,642.7874788054811,1670.0,11,1.1484375,2.296875,0.57421875,4.01953125,144.76401746341264,498.02346134206846,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,799.4415420000109,60
57,SLO-first,object-det,1,91.62,405.2207848493832,1775.0,7,1.1484375,1.435546875,0.57421875,4.01953125,125.3299364468032,279.89084840258,True,1000.0,0.0,0.0,True,1775.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,813.3270419999974,58
58,SLO-first,object-det,1,91.62,692.1057830116426,1845.0,14,1.1484375,2.296875,0.57421875,2.87109375,122.63569139172874,569.4700916199139,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,809.7607910000022,60
59,SLO-first,object-det,1,91.62,560.6100405674281,1495.0,10,1.1484375,1.72265625,0.57421875,2.87109375,124.2504134758952,436.35962709153284,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,880.5405420000056,60
60,SLO-first,object-det,1,91.62,635.5096533733566,1530.0,11,1.1484375,2.36865234375,0.57421875,3.4453125,145.9545197254769,489.5551336478797,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,811.2549580000064,56
61,SLO-first,object-det,1,91.62,871.2392622383652,1985.0,14,1.1484375,1.8662109375,0.57421875,2.296875,193.39151037983225,677.847751858533,True,1000.0,0.0,0.0,True,1985.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,835.2558750000014,54
62,SLO-first,object-det,1,91.62,499.60777656439814,1250.0,10,1.1484375,2.009765625,0.57421875,3.4453125,115.15914834196357,384.44862822243454,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,821.3761250000005,60
63,SLO-first,object-det,1,91.62,537.0382914873339,1790.0,9,1.1484375,1.72265625,0.57421875,4.59375,131.36562334716197,405.672668140172,True,1000.0,0.0,0.0,True,1790.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,828.9607499999931,58
64,SLO-first,object-det,1,91.62,531.0148899206087,1355.0,9,1.1484375,1.72265625,0.57421875,3.4453125,151.40152422967697,379.6133656909317,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,797.1748749999961,60
65,SLO-first,object-det,1,91.62,611.4809327009864,2230.0,11,1.1484375,1.72265625,0.57421875,6.31640625,138.38829158023844,473.0926411207479,True,1000.0,0.0,0.0,True,2230.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,844.7671659999969,60
66,SLO-first,object-det,1,91.62,447.17349612964665,1915.0,7,1.1484375,1.36376953125,0.57421875,7.46484375,136.70214213734752,310.47135399229916,True,1000.0,0.0,0.0,True,1915.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,801.3386660000208,60
67,SLO-first,object-det,1,91.62,673.2698754570547,1815.0,13,1.1484375,2.08154296875,0.57421875,4.01953125,132.52941974818287,540.7404557088718,True,1000.0,0.0,0.0,True,1815.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.375625000001,60
68,SLO-first,object-det,1,91.62,540.180532396505,1570.0,10,1.1484375,1.5791015625,0.57421875,4.59375,126.52730737462149,413.6532250218835,True,1000.0,0.0,0.0,True,1570.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,800.6505839999818,60
69,SLO-first,object-det,1,91.62,344.3963042568728,1390.0,5,1.1484375,1.1484375,0.57421875,2.296875,141.28690852655131,203.1093957303215,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,832.5244170000019,60
70,SLO-first,object-det,1,91.62,474.2735292180191,1285.0,7,1.1484375,1.50732421875,0.57421875,2.296875,137.8282103793598,336.4453188386593,True,1000.0,0.0,0.0,True,1285.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,834.6744169999738,60
71,SLO-first,object-det,1,91.62,615.7351221080017,1530.0,12,1.1484375,2.1533203125,0.57421875,5.7421875,114.43733320998895,501.29778889801275,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,820.1316249999877,58
72,SLO-first,object-det,1,91.62,489.72905396023543,1250.0,9,1.1484375,1.72265625,0.57421875,4.01953125,122.36548555824902,367.3635684019864,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,795.8433749999756,60
73,SLO-first,object-det,1,91.62,569.6250031984786,1530.0,10,1.1484375,1.5791015625,0.57421875,3.4453125,134.96127798626983,434.66372521220876,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,839.5985420000045,60
74,SLO-first,object-det,1,91.62,516.5603627961871,1355.0,10,1.1484375,1.79443359375,0.57421875,2.296875,116.63500176462142,399.9253610315656,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,834.956792000014,60
75,SLO-first,object-det,1,91.62,449.1378649185688,970.0,8,1.1484375,1.50732421875,0.57421875,4.01953125,118.05506190658792,331.0828030119809,True,1000.0,0.0,0.0,True,970.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,853.787667000006,60
76,SLO-first,object-det,1,91.62,563.1763300932678,2020.0,11,1.1484375,1.93798828125,0.57421875,5.7421875,120.6593964984657,442.51693359480214,True,1000.0,0.0,0.0,True,2020.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,852.0040829999971,60
77,SLO-first,object-det,1,91.62,453.0326309800422,1670.0,8,1.1484375,1.79443359375,0.57421875,3.4453125,134.54180374315402,318.4908272368882,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,853.6429579999947,56
78,SLO-first,object-det,1,91.62,551.9434814530462,1285.0,11,1.1484375,2.4404296875,0.57421875,1.72265625,114.64115427548576,437.3023271775604,True,1000.0,0.0,0.0,True,1285.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,825.5584999999996,60
79,SLO-first,object-det,1,91.62,572.713449694086,1565.0,10,1.1484375,2.08154296875,0.57421875,6.31640625,146.94057701566123,425.7728726784248,True,1000.0,0.0,0.0,True,1565.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,871.209250000021,58
80,SLO-first,object-det,1,91.62,513.5596290363341,1460.0,9,1.1484375,1.65087890625,0.57421875,2.296875,124.68749380356958,388.87213523276444,True,1000.0,0.0,0.0,True,1460.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,824.9290420000079,54
81,SLO-first,object-det,1,91.62,476.76480351088526,1885.0,9,1.1484375,1.8662109375,0.57421875,5.16796875,114.0379126446077,362.7268908662776,True,1000.0,0.0,0.0,True,1885.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.158916000001,58
82,SLO-first,object-det,1,91.62,703.8191933696365,1915.0,13,1.1484375,2.08154296875,0.57421875,7.46484375,146.0186281548379,557.8005652147987,True,1000.0,0.0,0.0,True,1915.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,833.1467500000258,58
83,SLO-first,object-det,1,91.62,584.5159870443263,1750.0,12,1.1484375,1.65087890625,0.57421875,5.16796875,119.24977377031446,465.26621327401176,True,1000.0,0.0,0.0,True,1750.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,858.3493749999889,60
84,SLO-first,object-det,1,91.62,525.2860083000778,1600.0,10,1.1484375,1.72265625,0.57421875,5.7421875,108.06900998091703,417.2169983191608,True,1000.0,0.0,0.0,True,1600.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,815.5366669999751,60
85,SLO-first,object-det,1,91.62,552.1881265751686,1495.0,10,1.1484375,1.93798828125,0.57421875,6.890625,132.56273345336086,419.62539312180763,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,864.3351670000072,58
86,SLO-first,object-det,1,91.62,665.2813029110773,1530.0,11,1.1484375,1.72265625,0.57421875,6.890625,153.72349958535142,511.55780332572584,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,807.3619590000192,60
87,SLO-first,object-det,1,91.62,446.11632287345844,1845.0,8,1.1484375,1.65087890625,0.57421875,6.31640625,112.25845967032605,333.8578632031324,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,784.8862090000068,60
88,SLO-first,object-det,1,91.62,538.8835961739774,1390.0,11,1.1484375,2.36865234375,0.57421875,3.4453125,120.04602097985449,418.83757519412285,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,783.0428329999961,60
89,SLO-first,object-det,1,91.62,502.91578857826767,1320.0,10,1.1484375,1.65087890625,0.57421875,1.72265625,117.92441860655805,384.9913699717096,True,1000.0,0.0,0.0,True,1320.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,819.3191670000033,56
90,SLO-first,object-det,1,91.62,543.4813114137412,1600.0,10,1.1484375,1.79443359375,0.57421875,2.87109375,122.30857938643743,421.1727320273038,True,1000.0,0.0,0.0,True,1600.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,837.8899580000052,58
91,SLO-first,object-det,1,91.62,427.45997998467277,1495.0,6,1.1484375,1.22021484375,0.57421875,4.59375,160.10695398447103,267.35302600020174,True,1000.0,0.0,0.0,True,1495.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,814.2387089999943,60
92,SLO-first,object-det,1,91.62,774.6692803002118,1810.0,12,1.1484375,2.79931640625,0.57421875,6.890625,177.1371676941739,597.5321126060379,True,1000.0,0.0,0.0,True,1810.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,851.6178750000165,54
93,SLO-first,object-det,1,91.62,474.4227889681068,1845.0,9,1.1484375,1.72265625,0.57421875,4.01953125,114.10444221781411,360.3183467502927,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,849.3125829999997,60
94,SLO-first,object-det,1,91.62,761.3259222805965,1780.0,13,1.1484375,2.08154296875,0.57421875,4.01953125,164.87732121543104,596.4486010651655,True,1000.0,0.0,0.0,True,1780.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,833.2740000000172,60
95,SLO-first,object-det,1,91.62,542.911456656552,1880.0,10,1.1484375,2.08154296875,0.57421875,8.0390625,116.94518516622207,425.96627149033,True,1000.0,0.0,0.0,True,1880.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,837.6389169999925,60
96,SLO-first,object-det,1,91.62,572.2268302611056,1355.0,10,1.1484375,1.79443359375,0.57421875,6.31640625,139.23240275436538,432.99442750674024,True,1000.0,0.0,0.0,True,1355.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,796.9710830000167,60
97,SLO-first,object-det,1,91.62,446.66262147910857,1740.0,8,1.1484375,1.50732421875,0.57421875,7.46484375,131.5003319643425,315.16228951476603,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,820.0841250000224,56
98,SLO-first,object-det,1,91.62,449.15365373419434,1390.0,8,1.1484375,1.5791015625,0.57421875,5.16796875,118.94935346684734,330.204300267347,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,824.1695000000107,60
