run,strategy,profile,stitch_id,acc,latency_ms,net_base_ms,hop_count,payload_mb,link_mb,payload_mb_cached,link_mb_cached,compute_ms,net_latency_ms,met_slo,slo_ms,slo_excess_ms,slo_excess_pct,met_dual_slo,net_obj_ms,soft_slo_score,v_lat_ms,v_lat_norm,v_acc,v_acc_norm,lat_target_ms,acc_target,valid,selection_time_ms,ssp_calls
68,SLO-first,extract-frames,1,91.62,562.0004868024052,1845.0,11,1.1484375,1.72265625,0.57421875,2.87109375,140.46986049460256,421.5306263078027,True,1000.0,0.0,0.0,True,1845.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,863.0404170000077,60
69,SLO-first,extract-frames,1,91.62,621.8258593281952,1775.0,9,1.1484375,1.72265625,0.57421875,5.7421875,211.15879548964114,410.66706383855404,True,1000.0,0.0,0.0,True,1775.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,812.3294999999899,56
70,SLO-first,extract-frames,1,91.62,715.8287135593278,1215.0,14,1.1484375,2.009765625,0.57421875,5.7421875,168.10835424534108,547.7203593139867,True,1000.0,0.0,0.0,True,1215.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,801.630000000003,56
71,SLO-first,extract-frames,1,91.62,537.2085226235347,1075.0,10,1.1484375,2.009765625,0.57421875,2.296875,149.13438856260316,388.07413406093156,True,1000.0,0.0,0.0,True,1075.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,822.5215419999898,58
72,SLO-first,extract-frames,1,91.62,571.0501754175294,1915.0,10,1.1484375,1.72265625,0.57421875,2.296875,175.68519892414136,395.36497649338804,True,1000.0,0.0,0.0,True,1915.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,809.911249999999,60
73,SLO-first,extract-frames,1,91.62,576.1284499937619,1425.0,8,1.1484375,1.5791015625,0.57421875,1.72265625,206.99313121028717,369.13531878347476,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,848.2596249999972,60
74,SLO-first,extract-frames,1,91.62,619.6051031684594,1910.0,11,1.1484375,2.009765625,0.57421875,5.7421875,172.9344081835714,446.67069498488803,True,1000.0,0.0,0.0,True,1910.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.9137500000066,52
75,SLO-first,extract-frames,1,91.62,695.8438902135312,1250.0,10,1.1484375,1.79443359375,0.57421875,6.31640625,235.01110710236102,460.8327831111701,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,783.9102920000016,60
76,SLO-first,extract-frames,1,91.62,614.4974479914281,1830.0,9,1.1484375,1.8662109375,0.57421875,5.7421875,190.19803971011578,424.29940828131225,True,1000.0,0.0,0.0,True,1830.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,806.6516250000006,60
77,SLO-first,extract-frames,1,91.62,625.3039467678082,1320.0,8,1.1484375,1.65087890625,0.57421875,4.59375,214.29002197179668,411.0139247960115,True,1000.0,0.0,0.0,True,1320.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,797.7200409999909,60
78,SLO-first,extract-frames,1,91.62,501.16706843469416,1530.0,8,1.1484375,1.36376953125,0.57421875,1.1484375,167.64812155164896,333.5189468830452,True,1000.0,0.0,0.0,True,1530.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,812.0775000000009,56
79,SLO-first,extract-frames,1,91.62,499.5677034454748,1705.0,8,1.1484375,1.50732421875,0.57421875,6.890625,165.23900445967314,334.3286989858017,True,1000.0,0.0,0.0,True,1705.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,822.3375830000066,60
80,SLO-first,extract-frames,1,91.62,463.0675625283696,1780.0,7,1.1484375,1.50732421875,0.57421875,2.296875,180.36816459333414,282.69939793503545,True,1000.0,0.0,0.0,True,1780.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,834.6769999999992,54
81,SLO-first,extract-frames,1,91.62,552.2630170604939,1425.0,10,1.1484375,1.65087890625,0.57421875,4.01953125,162.76734455172144,389.4956725087725,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,831.3344579999864,60
82,SLO-first,extract-frames,1,91.62,444.705873677936,1320.0,7,1.1484375,1.435546875,0.57421875,1.1484375,157.35391631910426,287.3519573588317,True,1000.0,0.0,0.0,True,1320.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.8590839999955,60
83,SLO-first,extract-frames,1,91.62,538.3060814290666,1635.0,9,1.1484375,1.65087890625,0.57421875,3.4453125,165.27076768868557,373.035313740381,True,1000.0,0.0,0.0,True,1635.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,809.5898329999898,60
84,SLO-first,extract-frames,1,91.62,500.9375626372837,1425.0,8,1.1484375,1.65087890625,0.57421875,1.1484375,171.93697823420234,329.00058440308135,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.2713749999942,56
85,SLO-first,extract-frames,1,91.62,578.419537067123,1775.0,10,1.1484375,2.4404296875,0.57421875,1.72265625,165.87604055160867,412.5434965155143,True,1000.0,0.0,0.0,True,1775.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,826.5959579999986,54
86,SLO-first,extract-frames,1,91.62,508.93800958475185,1390.0,9,1.1484375,1.5791015625,0.57421875,4.01953125,159.79851219573675,349.1394973890151,True,1000.0,0.0,0.0,True,1390.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.9910839999891,60
87,SLO-first,extract-frames,1,91.62,556.1533070637701,1600.0,10,1.1484375,1.8662109375,0.57421875,6.31640625,154.11101377003328,402.04229329373675,True,1000.0,0.0,0.0,True,1600.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,761.4401659999999,58
88,SLO-first,extract-frames,1,91.62,683.5728505299528,1670.0,10,1.1484375,2.08154296875,0.57421875,2.296875,219.48700596687917,464.08584456307364,True,1000.0,0.0,0.0,True,1670.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,822.2232920000039,58
89,SLO-first,extract-frames,1,91.62,531.5307175807727,1950.0,8,1.1484375,1.36376953125,0.57421875,5.7421875,191.30678053751492,340.2239370432578,True,1000.0,0.0,0.0,True,1950.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,871.7537500000105,56
90,SLO-first,extract-frames,1,91.62,568.800408467772,1460.0,10,1.1484375,1.93798828125,0.57421875,2.296875,171.25565382907607,397.54475463869585,True,1000.0,0.0,0.0,True,1460.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,826.2252499999931,60
91,SLO-first,extract-frames,1,91.62,589.9441221209871,1350.0,11,1.1484375,2.08154296875,0.57421875,1.72265625,156.70230643233927,433.2418156886478,True,1000.0,0.0,0.0,True,1350.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,767.3472500000003,50
92,SLO-first,extract-frames,1,91.62,490.6997415117729,1250.0,8,1.1484375,1.50732421875,0.57421875,2.296875,164.9019228846031,325.7978186271698,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,828.7010410000022,60
93,SLO-first,extract-frames,1,91.62,716.296229959181,1425.0,11,1.1484375,2.009765625,0.57421875,1.1484375,240.89901408918837,475.39721586999264,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,803.6577090000065,60
94,SLO-first,extract-frames,1,91.62,672.9009010677022,1425.0,13,1.1484375,2.583984375,0.57421875,3.4453125,165.67389725342426,507.2270038142779,True,1000.0,0.0,0.0,True,1425.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,791.4073329999951,56
95,SLO-first,extract-frames,1,91.62,494.07445915990974,1740.0,9,1.1484375,1.79443359375,0.57421875,3.4453125,155.7839020676821,338.29055709222763,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,817.7146250000078,58
96,SLO-first,extract-frames,1,91.62,701.2665570609495,1740.0,13,1.1484375,2.51220703125,0.57421875,6.31640625,178.14841109041862,523.1181459705309,True,1000.0,0.0,0.0,True,1740.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,776.8232920000031,60
97,SLO-first,extract-frames,1,91.62,644.901469340857,1250.0,12,1.1484375,2.009765625,0.57421875,3.4453125,180.4030681559459,464.49840118491113,True,1000.0,0.0,0.0,True,1250.0,0.0,0.0,0.0,0.0,0.0,6000.0,89.0,True,798.5903749999892,60
