profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,817.3916366899998,820.3690415000011,852.5973523999994,863.1275503300077
object-det,SLO-first,820.6796758700006,819.3350630000111,853.6501934499952,871.3025629200209
prepare-ds,SLO-first,816.7701195899994,816.0315830000116,846.3473118499593,857.1527753299774
