profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,4.031015625,4.01953125,7.46484375,8.61328125
object-det,SLO-first,4.3698046875,4.01953125,7.46484375,8.61328125
prepare-ds,SLO-first,4.0941796875,3.4453125,7.46484375,8.0390625
