profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,1.78869140625,1.72265625,2.51220703125,2.7282568359375006
object-det,SLO-first,1.8202734375,1.79443359375,2.451196289062499,2.8000341796875006
prepare-ds,SLO-first,1.7549560546875,1.65087890625,2.36865234375,2.6571972656250007
