profile,strategy,mean,median,p95,p99
extract-frames,SLO-first,0.57421875,0.57421875,0.57421875,0.57421875
object-det,SLO-first,0.57421875,0.57421875,0.57421875,0.57421875
prepare-ds,SLO-first,0.57421875,0.57421875,0.57421875,0.57421875
